"date","precipitation","temp_mean","temp_highest","temp_lowest","PM10","PM2.5","humidity","sunshine_sum","sunshine_rate","wind_mean","wind_max","rental","weekday.Weekday","weekday.Holiday","season.Spring","season.Summer","season.Fall","season.Winter"
"2019-03-13",0,3.5,8.5,-0.4,38.2,18.3,38.5,10.1,85.6,3.3,7.2,28653,1,0,1,0,0,0
"2019-03-14",0,5,10,-1.7,36,17,45.3,7,58.8,1.9,3.8,30997,1,0,1,0,0,0
"2019-03-15",3.5,5.5,11.3,1.6,62,34,72.8,2.8,23.5,1.6,5.4,20481,1,0,1,0,0,0
"2019-03-16",2.7,4.3,9.2,0.2,38.3,22.8,69.9,5,41.7,1.8,5.1,26057,0,1,1,0,0,0
"2019-03-17",1.9,6.3,12.4,2.6,38.2,21.7,55.4,9.9,82.5,2,4.4,35622,0,1,1,0,0,0
"2019-03-18",2.6,7.1,14.4,1.4,35,21,43.8,8.7,72.5,1.4,4.7,36313,1,0,1,0,0,0
"2019-03-19",0,10,16.7,3.4,58,34,52,8.3,68.6,1.4,3.3,39908,1,0,1,0,0,0
"2019-03-20",16.5,10.3,14.6,7.1,87,63,79,0,0,1.4,3.9,16204,1,0,1,0,0,0
"2019-03-21",3.3,7.1,11.1,1.9,29,21,77.4,3.9,32,2.9,5.5,26455,1,0,1,0,0,0
"2019-03-22",1.4,3.3,8.3,-0.7,35,19,40.9,11.1,91,2.8,5,32363,1,0,1,0,0,0
"2019-03-23",1.7,3.3,8.2,-0.4,22,14,46.9,7.9,64.8,2.4,6.3,21696,0,1,1,0,0,0
"2019-03-24",2.6,4.3,9.7,-0.8,28,13,45.4,11.3,91.9,2.3,4.9,31622,0,1,1,0,0,0
"2019-03-25",2.2,7.3,11.5,2.9,41,23,56.1,1.7,13.8,2,5.1,34226,1,0,1,0,0,0
"2019-03-26",1.9,11.4,17.6,7.4,52,30,51.1,9.9,79.8,2,4.7,42644,1,0,1,0,0,0
"2019-03-27",7.6,11.6,16.2,8.9,78,47,66.4,3.4,27.4,3,6.4,35832,1,0,1,0,0,0
"2019-03-28",0,9.4,14.6,5.6,78,46,49.9,9.9,79.8,2.6,4.8,38806,1,0,1,0,0,0
"2019-03-29",1.7,9.2,15.1,5.5,35,17,33.1,10.5,84,2.1,4.7,43893,1,0,1,0,0,0
"2019-03-30",1.8,5.2,8.4,3.5,33,20,72,3,24,2.9,6.3,14001,0,1,1,0,0,0
"2019-03-31",0,4.4,8.4,2.6,39,24,46,3.2,25.4,3.2,5.5,22326,0,1,1,0,0,0
"2019-04-01",3.8,5.5,11.3,0.3,23,12,39.8,11.7,92.9,2.5,5.8,37660,1,0,1,0,0,0
"2019-04-02",2.5,6.7,13,1.3,30,16,36.9,11.7,92.9,2.2,6.1,42029,1,0,1,0,0,0
"2019-04-03",0,7.6,13.6,1.9,34,20,36.1,11.7,92.1,2.3,5,43257,1,0,1,0,0,0
"2019-04-04",2.8,9.2,15.7,3,32,17,43,11.7,92.1,2.5,5,45681,1,0,1,0,0,0
"2019-04-05",0,11.4,17.2,7,65,19,41,9.3,72.7,2.9,5.4,45643,1,0,1,0,0,0
"2019-04-06",0.8,9.3,12.2,5.9,51,16,39.9,0.5,3.9,1.1,2.8,25902,0,1,1,0,0,0
"2019-04-07",0,12.6,20.3,5.6,31,13,43.1,11.4,89.1,1.7,4.8,55943,0,1,1,0,0,0
"2019-04-08",2,11.6,17.2,7.6,32,11,25.6,10.9,84.5,2.5,5.2,52643,1,0,1,0,0,0
"2019-04-09",17.4,9.2,13.9,4.7,23,10,49.1,0.8,6.2,2.4,4.4,24734,1,0,1,0,0,0
"2019-04-10",5.6,7.1,10.2,4.7,6,3,78.4,1.1,8.5,1.8,3.1,26421,1,0,1,0,0,0
"2019-04-11",2.7,9.5,15.7,4.3,21,12,58,9.8,75.4,1.9,4.7,51013,1,0,1,0,0,0
"2019-04-12",0,11.4,18.4,5.5,45,25,48.5,11.4,87.7,2.2,5.1,55125,1,0,1,0,0,0
"2019-04-13",0,11.8,17.9,6.2,44,29,34,10.8,82.4,1.8,5,57020,0,1,1,0,0,0
"2019-04-14",1.7,9.6,13.6,6.9,32,18,45.5,5,38.2,2.2,7.3,28467,0,1,1,0,0,0
"2019-04-15",0,11.6,18.1,3.9,45,15,30.9,12.1,91.7,1.8,4.7,55422,1,0,1,0,0,0
"2019-04-16",0,14.9,22.6,6.8,41,20,26.3,11.5,87.1,1.6,4.1,60566,1,0,1,0,0,0
"2019-04-17",0,15.3,21.8,9.1,34,17,37.5,12.2,92.4,1.9,4.9,62522,1,0,1,0,0,0
"2019-04-18",0,12.6,16.2,10.4,31,16,74.4,1.5,11.3,2,5.3,50439,1,0,1,0,0,0
"2019-04-19",2.1,13.8,19.7,9.6,35,16,57.5,5.9,44.4,1.6,3.2,60925,1,0,1,0,0,0
"2019-04-20",1.2,14.3,19.1,9.7,38,19,66.9,5,37.6,1.9,4.5,51068,0,1,1,0,0,0
"2019-04-21",0.3,14.8,20.2,12.2,25,17,77.8,4.1,30.6,1.9,4.2,53339,0,1,1,0,0,0
"2019-04-22",0,19.3,28.2,10.7,72,27,50.6,11.1,82.8,1.4,4.2,63995,1,0,1,0,0,0
"2019-04-23",0,20.4,25.5,15.3,79,34,52,4.2,31.3,1.3,3.8,58811,1,0,1,0,0,0
"2019-04-24",4.1,19.5,25.9,15.8,50,30,70.4,8,59.3,1.6,4.5,55815,1,0,1,0,0,0
"2019-04-25",11.3,13.2,17.2,9.4,37,15,75.9,0,0,2,3.6,22471,1,0,1,0,0,0
"2019-04-26",4.9,8.4,9.9,6.2,8,4,82.1,0,0,1.5,3.5,26484,1,0,1,0,0,0
"2019-04-27",0,11.6,18.2,4.1,16,9,52.6,10.3,75.7,1.7,3.6,65124,0,1,1,0,0,0
"2019-04-28",0,12.9,16.6,9.9,18,11,48.8,3.4,25,1.6,3.7,56012,0,1,1,0,0,0
"2019-04-29",0,13,17.3,8.3,20,12,52.9,3.3,24.1,0.9,2,63256,1,0,1,0,0,0
"2019-04-30",0,15.5,22.5,9,31,17,52.8,11.2,81.8,1.6,4.2,70213,1,0,1,0,0,0
"2019-05-01",0,16.4,22.2,11.2,49,20,48.9,10.9,79.6,2.3,4.8,76439,1,0,1,0,0,0
"2019-05-02",0,17.1,25.3,10.6,49,13,28.5,12.7,92,2.3,5.1,72430,1,0,1,0,0,0
"2019-05-03",0,17.9,26.1,10.1,52,22,37.5,12.4,89.9,1.6,4.4,73647,1,0,1,0,0,0
"2019-05-04",0,19.5,27.4,12,78,44,40.4,10.7,77.5,1.7,4.1,66392,0,1,1,0,0,0
"2019-05-05",0,19.2,26.5,13.6,57,35,35.8,11.1,79.9,2.2,5.3,66911,0,1,1,0,0,0
"2019-05-06",0,14.5,19.8,9.8,29,9,27.1,12.8,92.1,3.1,5.3,74806,1,0,1,0,0,0
"2019-05-07",0,15,21.9,8.4,42,14,33.4,12.9,92.8,2.3,5,70506,1,0,1,0,0,0
"2019-05-08",0,15.6,21.3,10.1,44,18,48.3,12.2,87.1,2.3,5.1,70426,1,0,1,0,0,0
"2019-05-09",0,16.6,22.9,11.7,43,19,43.3,12.1,86.4,2.2,4.5,71707,1,0,1,0,0,0
"2019-05-10",0,17.8,26.8,10.3,52,27,48,12.3,87.9,1.9,4.1,74960,1,0,1,0,0,0
"2019-05-11",0,20.3,28.3,13.2,55,29,39,12.7,90.1,1.8,3.9,76110,0,1,1,0,0,0
"2019-05-12",0,21.6,28.9,14.7,47,29,36,12,85.1,1.5,3.1,73318,0,1,1,0,0,0
"2019-05-13",0,18.7,22.8,15.5,48,29,43.4,1,7.1,1.6,4.9,68389,1,0,1,0,0,0
"2019-05-14",0,19.6,26.9,12.9,36,25,44.5,13,91.5,1.6,4.1,78385,1,0,1,0,0,0
"2019-05-15",0,20.7,28,14.8,56,34,48.1,8.4,59.2,1.7,3.9,76969,1,0,1,0,0,0
"2019-05-16",0,23.5,30,16.7,55,32,43.8,12.5,88,1.5,4.1,75399,1,0,1,0,0,0
"2019-05-17",0,23.6,28.3,17.6,45,29,44.9,4.2,29.6,1.2,3.2,79158,1,0,1,0,0,0
"2019-05-18",0,22.8,25.9,19.1,24,13,46.8,4.3,30.1,2.1,4.8,79583,0,1,1,0,0,0
"2019-05-19",22,19.4,21.6,17.9,14,7,93,0,0,1.2,2.7,12749,0,1,1,0,0,0
"2019-05-20",8.7,16.4,20.2,13,37,9,63.6,10.5,73.4,3.4,6.1,72066,1,0,1,0,0,0
"2019-05-21",1.5,17.2,23.8,11.7,45,14,52,13.1,91.6,2.9,5.9,80599,1,0,1,0,0,0
"2019-05-22",0,19.5,26.5,12.3,50,22,46,12.6,87.5,2.4,5.4,80735,1,0,1,0,0,0
"2019-05-23",0,22.1,29.2,15,60,34,45,13.2,91.7,1.7,3.5,78504,1,0,1,0,0,0
"2019-05-24",0,24.2,33.4,16.2,67,41,46.4,12.7,88.2,1.7,4.1,77190,1,0,1,0,0,0
"2019-05-25",0,23.4,28.6,18.4,68,43,45.6,7.1,49.3,1.6,4.2,75791,0,1,1,0,0,0
"2019-05-26",0,24.5,31.1,18.6,33,20,39,11,75.9,1.8,4.5,74327,0,1,1,0,0,0
"2019-05-27",7.1,17.8,22.3,14.3,21,13,80.9,0,0,2.4,5.3,30670,1,0,1,0,0,0
"2019-05-28",2.2,18.1,24.6,11.9,22,7,45.9,13,89.7,2.6,4.9,83654,1,0,1,0,0,0
"2019-05-29",0,20.3,26.5,13.3,39,17,48.4,13.3,91.7,2,4.9,83496,1,0,1,0,0,0
"2019-05-30",0,19.6,24.5,14.6,43,20,48,7,48.3,2.4,5.4,73814,1,0,1,0,0,0
"2019-05-31",2.9,19.1,23.3,16.1,18,9,49.6,12.3,84.2,2.8,5.4,83765,1,0,1,0,0,0
"2019-06-01",0,18.9,23.7,14.8,29,19,60.5,9.4,64.4,1.9,4.2,79878,0,1,0,1,0,0
"2019-06-02",0,21.1,27.8,14.1,31,18,42.1,13,89,1.7,4.6,77091,0,1,0,1,0,0
"2019-06-03",0,23.1,29.5,16,34,18,42.9,12.3,84.2,1.8,5,82911,1,0,0,1,0,0
"2019-06-04",2,22.6,29,17.6,26,16,56.4,12.8,87.7,2.2,4.4,83576,1,0,0,1,0,0
"2019-06-05",2.5,23,29.6,17.8,40,23,63.8,8.9,61,1.8,4.3,81515,1,0,0,1,0,0
"2019-06-06",7.5,21.2,25.1,18.6,48,27,75.9,0,0,1.2,4.1,36945,1,0,0,1,0,0
"2019-06-07",35.3,20,24.7,17,11,6,77.3,3.7,25.2,1.9,3.5,54701,1,0,0,1,0,0
"2019-06-08",0,21.9,27.6,16,20,12,57.5,9.3,63.3,1.4,4,83736,0,1,0,1,0,0
"2019-06-09",2.5,21.6,26.5,17.1,28,20,66.1,4.2,28.6,1.8,4,60371,0,1,0,1,0,0
"2019-06-10",9.5,18.4,21.9,15.7,10,5,70.3,0.6,4.1,1.6,2.4,63032,1,0,0,1,0,0
"2019-06-11",0,20.5,26.1,15.5,11,5,51.1,10.7,72.8,1.4,3,85776,1,0,0,1,0,0
"2019-06-12",1,21.5,26.4,16.1,25,13,57.1,13,88.4,1.8,4.6,83506,1,0,0,1,0,0
"2019-06-13",1,23,28.8,16.6,24,15,51.9,12.3,83.7,1.7,4,81540,1,0,0,1,0,0
"2019-06-14",2.2,23,28.4,19.1,25,18,54.8,6.1,41.2,1.8,4.2,85533,1,0,0,1,0,0
"2019-06-15",2.1,21.9,27.4,17.9,29,17,61.5,12.2,82.4,2.4,5.3,71883,0,1,0,1,0,0
"2019-06-16",0,22,27.2,16.1,12,8,55.4,11.1,75,1.6,4.7,81803,0,1,0,1,0,0
"2019-06-17",0,21.7,26.2,18.1,20,12,59.1,12.7,85.8,2.3,4.1,86987,1,0,0,1,0,0
"2019-06-18",13.8,20.8,24.8,17,25,16,78.6,2,13.5,1.5,4,42393,1,0,0,1,0,0
"2019-06-19",0.2,21.4,25.4,18.9,27,19,77.8,0.9,6.1,1.9,4.1,79958,1,0,0,1,0,0
"2019-06-20",2.1,22.7,27.8,19.8,24,16,70.6,6.9,46.6,1.9,4.2,88226,1,0,0,1,0,0
"2019-06-21",0.2,22.1,26.1,19.4,24,15,72.9,3.4,23,1.7,3.7,81089,1,0,0,1,0,0
"2019-06-22",0,24.2,30.6,17.7,11,6,42.3,13,87.8,1.5,2.9,85728,0,1,0,1,0,0
"2019-06-23",0,25,31,19.1,11,6,40.4,12.9,87.2,1.8,4.4,79269,0,1,0,1,0,0
"2019-06-24",0,25.2,30.9,20.9,20,12,46.9,13.6,91.9,2,4.1,88432,1,0,0,1,0,0
"2019-06-25",0,25.6,32.8,19.5,29,18,49.1,13.4,90.5,1.6,4.2,88096,1,0,0,1,0,0
"2019-06-26",0,25.5,29.5,20.7,31,20,52.6,1.1,7.4,1.3,3.1,81274,1,0,0,1,0,0
"2019-06-27",1.4,25.5,31.2,21.9,18,12,70.5,3.9,26.4,1.4,3.5,79234,1,0,0,1,0,0
"2019-06-28",0,24.7,29,22.3,40,28,67.3,2.4,16.2,1.7,3.8,77056,1,0,0,1,0,0
"2019-06-29",1.5,23.1,27.7,19.6,22,15,72,4.1,27.7,1.2,3.2,67346,0,1,0,1,0,0
"2019-06-30",0,23.9,28.5,20.9,31,22,73.5,5.2,35.4,2.3,4.5,74994,0,1,0,1,0,0
"2019-07-01",1.4,23.9,28.9,20.6,31,21,64.4,10.9,74.1,2.3,5.2,92814,1,0,0,1,0,0
"2019-07-02",1.5,24.4,30.1,20.8,28,19,63.5,11.9,81,2.3,4.3,94783,1,0,0,1,0,0
"2019-07-03",0,24.1,27.4,21.2,29,20,64.6,3.3,22.4,1.7,3.8,94773,1,0,0,1,0,0
"2019-07-04",0,25.4,32.8,20,28,17,59.6,12.7,86.4,1.9,4.5,90397,1,0,0,1,0,0
"2019-07-05",0,27.6,35,20.2,32,20,42.1,11.8,80.3,1.5,4.3,83994,1,0,0,1,0,0
"2019-07-06",0,29.7,36.1,24.6,29,21,40.9,11.8,80.3,1.7,3.9,70246,0,1,0,1,0,0
"2019-07-07",1.3,26.7,32.5,22.7,19,12,43.3,9.8,66.7,2.2,3.3,75116,0,1,0,1,0,0
"2019-07-08",1.6,25.1,31,21.2,10,5,46.6,9.3,63.7,2,3.3,93609,1,0,0,1,0,0
"2019-07-09",1,25,30,19.7,10,6,46.4,7.7,52.7,1.8,3.1,95859,1,0,0,1,0,0
"2019-07-10",8.5,22.7,27.3,19.3,10,6,64.1,3.1,21.2,2,3.3,43842,1,0,0,1,0,0
"2019-07-11",2.9,21.9,25.9,19.5,8,4,76.9,0,0,1.3,2.8,65003,1,0,0,1,0,0
"2019-07-12",1.2,23.6,28.7,20,14,8,65.5,7,47.9,2,4.4,94473,1,0,0,1,0,0
"2019-07-13",0,24.9,29.7,22.1,30,22,67.3,4.1,28.1,1.7,3.9,81067,0,1,0,1,0,0
"2019-07-14",1.2,25.9,31.6,21.2,38,29,64.6,7.8,53.8,1.6,3.8,74259,0,1,0,1,0,0
"2019-07-15",7.7,23.8,27.4,22.1,33,23,80,0.1,0.7,1.1,3,57917,1,0,0,1,0,0
"2019-07-16",6.3,24.7,28.8,21.4,25,19,79,4,27.6,1.3,3.4,82285,1,0,0,1,0,0
"2019-07-17",0.7,25.6,29.2,22.3,57,41,73.9,1,6.9,1.2,2.9,84261,1,0,0,1,0,0
"2019-07-18",0,26.9,32.1,23.3,64,48,65,3.2,22.1,1.2,3.2,81613,1,0,0,1,0,0
"2019-07-19",0,28.6,35,22.8,34,17,61.3,9.8,68.1,1.5,4.6,77449,1,0,0,1,0,0
"2019-07-20",1.1,28,31.9,25.1,9,5,66.9,1.2,8.3,2.1,3.6,56648,0,1,0,1,0,0
"2019-07-21",6.2,25.1,27,24.2,15,10,87.1,0.6,4.2,2.2,4.4,46130,0,1,0,1,0,0
"2019-07-22",0.1,26.7,31,24.2,43,32,74.6,6.1,42.4,2.2,3.6,82781,1,0,0,1,0,0
"2019-07-23",1.1,28.1,32.9,24.4,26,17,70.8,4,27.8,1.7,3.6,83206,1,0,0,1,0,0
"2019-07-24",1,26.5,27.2,25.2,24,16,82.3,0,0,1.6,3.4,59020,1,0,0,1,0,0
"2019-07-25",9.7,26.3,27.4,25.6,25,17,90.1,0,0,1.2,3.4,34778,1,0,0,1,0,0
"2019-07-26",60,25.1,25.9,23.7,18,13,95.3,0,0,1.7,4.5,22789,1,0,0,1,0,0
"2019-07-27",0.6,28.4,33.4,24.9,20,12,76.6,4.7,32.9,1.3,3.9,50955,0,1,0,1,0,0
"2019-07-28",25.6,26.1,28.2,25,15,10.9,88.3,0,0,2.2,4.8,23342,0,1,0,1,0,0
"2019-07-29",0.5,27.5,30,25.6,14,12,74.5,2.6,18.3,2.6,5,74046,1,0,0,1,0,0
"2019-07-30",1.2,28.1,30.8,26.3,19,12,75.3,1.6,11.3,3.4,5.9,69757,1,0,0,1,0,0
"2019-07-31",62.3,25.8,27.5,24,17,12,91.1,0,0,2.2,5.3,26874,1,0,0,1,0,0
"2019-08-01",26.9,26.3,30.1,23.5,14,9,86.4,4.9,34.8,1.7,4.6,59803,1,0,0,1,0,0
"2019-08-02",3.1,28.4,33.1,24.7,19,13,74.6,8.3,58.9,1.2,3,67510,1,0,0,1,0,0
"2019-08-03",3,29.4,36,25.6,21,15,69,10.6,75.7,1.3,4.5,49047,0,1,0,1,0,0
"2019-08-04",8.6,28.3,34.4,25,27,19,75.9,8.6,61.4,1.2,3.3,46477,0,1,0,1,0,0
"2019-08-05",1.4,30.5,35.9,25.6,37,31,65.5,11.2,80,1.1,3.2,65085,1,0,0,1,0,0
"2019-08-06",0,31.6,36.8,27.9,27,23,51.4,9.9,71.2,1.5,2.8,66703,1,0,0,1,0,0
"2019-08-07",8,26.9,30.3,23.9,20,13,78.1,1.9,13.7,1.2,2.8,50804,1,0,0,1,0,0
"2019-08-08",0,28.9,32.7,25.9,40,33,71.4,7.5,54,1.6,3.6,69748,1,0,0,1,0,0
"2019-08-09",1.8,29.8,34.6,26,27,20,69,10.8,77.7,1.3,4.1,67491,1,0,0,1,0,0
"2019-08-10",2.2,31.5,36.5,26.6,20,13,57.9,11.6,84.1,1.5,3.4,54162,0,1,0,1,0,0
"2019-08-11",6.7,30.4,35.7,26.3,17,12,53.6,9.8,71,2.5,4.1,43351,0,1,0,1,0,0
"2019-08-12",56.2,26.6,28.5,24.8,19,14,91.8,0.3,2.2,1.3,2.3,24386,1,0,0,1,0,0
"2019-08-13",6.4,29.2,35.3,25.1,22,15,76.9,7.3,53.3,1.5,4.7,63749,1,0,0,1,0,0
"2019-08-14",2.7,30.4,35.7,25.9,17,11,63.9,9.2,67.2,1.5,3.1,65452,1,0,0,1,0,0
"2019-08-15",16.2,25.9,28.6,23.9,9,5,82,0.1,0.7,1.3,2.7,32229,1,0,0,1,0,0
"2019-08-16",0.1,25.9,29.5,23,16,10,74.5,7.5,55.1,2.2,5,71161,1,0,0,1,0,0
"2019-08-17",0,25.9,28.8,23.4,31,21,69.5,8.1,59.6,2.5,4.6,72259,0,1,0,1,0,0
"2019-08-18",0,25.6,30.7,22.6,21,15,66.5,10.7,79.3,1.7,3.2,72588,0,1,0,1,0,0
"2019-08-19",0,26.3,31.3,21.2,23,17,60.6,11.1,82.2,1.1,2.7,81832,1,0,0,1,0,0
"2019-08-20",0,28.2,32.8,23.2,28,22,56.3,10.5,77.8,1.5,3.2,82116,1,0,0,1,0,0
"2019-08-21",1.3,27,30.4,24.4,29,23,67.3,3.2,23.9,1.2,3.2,56957,1,0,0,1,0,0
"2019-08-22",1.4,26.9,31.4,23,39,30,66.5,10.7,79.9,1.7,4.4,82232,1,0,0,1,0,0
"2019-08-23",1.3,26.2,30.5,22.7,31,20,58.4,12,89.6,2.1,4.4,86624,1,0,0,1,0,0
"2019-08-24",0,24.1,27.3,21.5,22,12,60.9,3,22.6,1.5,3.5,85630,0,1,0,1,0,0
"2019-08-25",0,25,29.9,20.2,20,14,66.6,9.9,74.4,1.5,4,81028,0,1,0,1,0,0
"2019-08-26",0,26.4,32.1,21.5,25,17,63.8,9.2,69.7,1.2,4,87770,1,0,0,1,0,0
"2019-08-27",20,25.7,29.3,22.2,25,19,71.1,5.6,42.4,1,2.5,83107,1,0,0,1,0,0
"2019-08-29",36.9,23.4,26.4,20.1,26,21,77.1,4.9,37.4,2.2,7.5,65708,1,0,0,1,0,0
"2019-08-30",0.2,22.6,27,19.5,20,11,66.3,8.8,67.2,2.4,5,86733,1,0,0,1,0,0
"2019-08-31",0,23.5,28.9,18.5,19,11,65,12.1,92.4,1.9,4.7,90724,0,1,0,1,0,0
"2019-09-01",0,23.7,27.8,19.2,19,13,64,6.9,53.1,1.4,2.9,89191,0,1,0,0,1,0
"2019-09-02",1.1,24.4,29.7,19.4,25,16,56.6,7.4,56.9,1.6,3.5,92510,1,0,0,0,1,0
"2019-09-03",0,24.1,28,22,23,15,67.6,2.9,22.5,2.3,3.8,74801,1,0,0,0,1,0
"2019-09-04",22.7,22.8,25.5,21.2,6,3,89,1.1,8.5,2.5,4.5,27168,1,0,0,0,1,0
"2019-09-05",36.4,23,27.6,21.5,9,6,91.4,1.5,11.6,2,5,33929,1,0,0,0,1,0
"2019-09-06",2.4,25.3,29.1,21.6,13,8,79.8,0.4,3.1,2.1,3.4,16631,1,0,0,0,1,0
"2019-09-08",0,24.7,27.3,22.9,18.2,12,76.9,1.4,11,1.9,4.8,52055,0,1,0,0,1,0
"2019-09-09",0,25.1,28,22.4,35,26,74.3,2,15.7,1.7,3.6,68370,1,0,0,0,1,0
"2019-09-10",63.2,23.8,26.5,22.1,13,9,93.4,1,7.9,2.4,4,18265,1,0,0,0,1,0
"2019-09-11",7.6,24.3,28.7,20.4,6,4,71.4,6.9,54.8,3.1,4.7,75328,1,0,0,0,1,0
"2019-09-12",3.9,21,22.9,18.7,15,5,72.3,0,0,2.6,4.8,32059,1,0,0,0,1,0
"2019-09-13",0.1,23.3,29.3,18.3,16,6,60.4,10.9,87.2,1.7,3.5,57065,1,0,0,0,1,0
"2019-09-14",0.3,22.4,24.1,20.8,20,11,80,0.2,1.6,1.2,2.9,48756,0,1,0,0,1,0
"2019-09-15",0,24.2,30,19.5,16,10,70.4,10.6,84.8,1.7,4.1,82678,0,1,0,0,1,0
"2019-09-16",1.5,24.5,30.5,20.7,14,7,53,9.4,75.8,2.1,4.5,89807,1,0,0,0,1,0
"2019-09-17",0,23.5,29,18,16,9,41.6,10.6,85.5,2.1,4.4,92153,1,0,0,0,1,0
"2019-09-18",0,21,25.4,16,29,13,46,11.7,94.4,3.1,4.9,92045,1,0,0,0,1,0
"2019-09-19",0,19.5,26,13.6,27,11,46.5,10.2,82.9,1.9,4.3,91554,1,0,0,0,1,0
"2019-09-20",0,19.6,24.2,15.8,23,10,52.8,1.3,10.6,2.1,3.5,94246,1,0,0,0,1,0
"2019-09-21",0,19.6,22.1,18.3,17,9,60.3,0,0,2,3.7,86676,0,1,0,0,1,0
"2019-09-22",0.4,18.6,19.6,17.3,5,4,63.4,0,0,3.8,6.4,41173,0,1,0,0,1,0
"2019-09-23",1.1,20,24.6,16.9,12,6,51.1,9,73.8,2.2,5,92006,1,0,0,0,1,0
"2019-09-24",0,19.8,26.5,13.9,22,13,61.3,11.4,94.2,1.8,3.5,93546,1,0,0,0,1,0
"2019-09-25",0,20.9,27.4,14.8,27,17,64.4,8.8,72.7,1.4,3,92665,1,0,0,0,1,0
"2019-09-26",1.8,22.9,29,17.7,26,17,59.3,8.1,67.5,1.9,3.3,92247,1,0,0,0,1,0
"2019-09-27",1.1,22.9,27,19.6,21,13,57.5,3.5,29.2,1.9,3.1,93345,1,0,0,0,1,0
"2019-09-28",0,23.7,29.2,19.4,28,20,58.9,10.1,84.2,1.7,3.3,89550,0,1,0,0,1,0
"2019-09-29",0,22.6,28.6,17.9,35,27,60.6,11.1,93.3,1.7,4,86133,0,1,0,0,1,0
"2019-09-30",0,22.4,29.9,16.4,45,33,61,10.5,88.2,1.6,3.4,88270,1,0,0,0,1,0
"2019-10-01",1.5,23.1,28.2,17.6,45,34,67.1,7.5,63.6,1.8,4.4,88575,1,0,0,0,1,0
"2019-10-02",23.1,21.6,24.2,20,24,18,88,0,0,3,5.5,27368,1,0,0,0,1,0
"2019-10-03",4.6,22.4,27.3,19.8,8,4,73.4,6,50.8,2.8,4.9,75438,1,0,0,0,1,0
"2019-10-04",2.3,22.4,27.8,18,23,16,71.5,9.9,84.6,2.1,3.9,94912,1,0,0,0,1,0
"2019-10-05",0.6,18.7,21.9,14.7,40,25,72.6,2.3,19.7,2.9,4.6,83020,0,1,0,0,1,0
"2019-10-06",0,18.1,22.7,13.2,11,5,53.4,9.4,81,2.9,4.8,82855,0,1,0,0,1,0
"2019-10-07",25.4,14.8,17.9,13.3,11,7,92,0,0,1.8,3.6,21875,1,0,0,0,1,0
"2019-10-08",1.4,14.7,19.8,10.6,21,11,58.8,10.3,88.8,2.6,6.2,81524,1,0,0,0,1,0
"2019-10-09",0,13.6,20.4,7.7,22,10,48.3,10.6,92.2,1.7,3.8,85638,1,0,0,0,1,0
"2019-10-10",1.4,15.2,19.8,10.7,28,16,60.9,1.1,9.6,1.3,2.8,81742,1,0,0,0,1,0
"2019-10-11",1.3,18.8,26.1,13,33,21,60,10.3,90.4,1.9,4.9,92155,1,0,0,0,1,0
"2019-10-12",0,17.9,23.3,13.3,23,12,49.3,10.5,92.1,3.5,6.7,84843,0,1,0,0,1,0
"2019-10-13",0,17.2,23.8,12.1,18,9,52.6,10.6,93,1.9,4.1,84368,0,1,0,0,1,0
"2019-10-14",1.6,14.4,19.6,9.5,30,18,56.9,10.1,89.4,2.5,5.1,79509,1,0,0,0,1,0
"2019-10-15",1.5,14.5,20.4,8.8,17,9,55.6,7.7,68.1,1.6,4.3,85516,1,0,0,0,1,0
"2019-10-16",0,14.6,20.8,9,24,15,58.3,9.8,87.5,1.6,3.6,84549,1,0,0,0,1,0
"2019-10-17",1.5,15.4,21.6,11.2,28,18,56,7.4,66.1,1.7,3.5,85596,1,0,0,0,1,0
