"date","precipitation","temp_mean","temp_highest","temp_lowest","PM10","PM2.5","humidity","sunshine_sum","sunshine_rate","wind_mean","wind_max","rental","weekday.Weekday","weekday.Holiday","season.Spring","season.Summer","season.Fall","season.Winter"
"2019-10-18",2.2,17,22.7,12,17,11,58.3,8,71.4,2.4,4.3,89551,1,0,0,0,1,0
"2019-10-19",0,17,23.1,12.1,20,11,63.8,10.2,91.9,1.8,3.7,87553,0,1,0,0,1,0
"2019-10-20",0,16.5,22.9,12,33,21,70.3,9.3,83.8,1.3,3,79300,0,1,0,0,1,0
"2019-10-21",0,17.1,24.6,10.9,39,26,61,9.6,86.5,1,2.4,84488,1,0,0,0,1,0
"2019-10-22",0,18.1,24.4,13.3,39,26,56.1,9.1,82.7,1.6,3.3,88478,1,0,0,0,1,0
"2019-10-23",0,17,20.7,14.3,22,15,57.3,0.7,6.4,2.4,4.4,87991,1,0,0,0,1,0
"2019-10-24",1.5,18.3,23.8,15.3,28,18,47.6,6.6,60.6,2.7,5.1,89520,1,0,0,0,1,0
"2019-10-25",0,16.7,22,13.1,23,11,58,7.1,65.1,2.4,5.6,84617,1,0,0,0,1,0
"2019-10-26",1.3,10,14.9,6.6,22,14,60,8.7,79.8,2.5,5.2,67578,0,1,0,0,1,0
"2019-10-27",0,11,17.4,4.7,23,14,59,9.8,90.7,1.6,4.2,65774,0,1,0,0,1,0
"2019-10-28",1.7,12.9,17.7,7.4,30,20,65.9,7.3,67.6,2.5,4.7,67175,1,0,0,0,1,0
"2019-10-29",0.1,12.5,17.6,8.2,65,15,61,9,83.3,2.3,5.2,71135,1,0,0,0,1,0
"2019-10-30",0,11.2,17.7,5,25,12,60.3,9.6,89.7,1.6,3.8,76898,1,0,0,0,1,0
"2019-10-31",3.4,14.8,19.7,8.4,66,23,73.8,8,74.8,2.3,5.2,76860,1,0,0,0,1,0
"2019-11-01",0,14.9,20.5,11.4,100,36,57.9,9.5,88.8,1.8,3.9,77604,1,0,0,0,1,0
"2019-11-02",0,13.6,18.7,8.3,66,35,57.3,3.3,31.1,1.5,2.9,68223,0,1,0,0,1,0
"2019-11-03",0,14.7,22.1,9.4,53,33,57.8,7.8,73.6,2.1,4.7,67452,0,1,0,0,1,0
"2019-11-04",0,13.8,20.3,9.2,14,7,57.8,9.7,91.5,2.1,3.7,78874,1,0,0,0,1,0
"2019-11-05",2.1,12.4,18.4,8.4,32,20,65.1,8,76.2,1.6,3.8,78675,1,0,0,0,1,0
"2019-11-06",1,11,16.5,6.3,48,32,63.6,7.5,71.4,1.8,4.4,74812,1,0,0,0,1,0
"2019-11-07",0,9.2,13.6,5,44,24,42.8,9.5,91.3,2.7,5.3,68315,1,0,0,0,1,0
"2019-11-08",0,6.8,13,1.1,44,18,31.4,9.7,93.3,1.9,4.4,65110,1,0,0,0,1,0
"2019-11-09",0,9.5,17.2,3.5,41,22,41.4,9.7,93.3,1.6,4.2,60693,0,1,0,0,1,0
"2019-11-10",11.8,10,15.3,6.2,39,26,59.6,3.3,32,2.1,3.8,40503,0,1,0,0,1,0
"2019-11-11",1.1,11.2,15.1,7.9,23,14,71.6,7.2,69.9,2.4,4.8,58957,1,0,0,0,1,0
"2019-11-12",1.1,9.3,14.5,4.8,38,23,63.6,5.7,55.3,1.4,2.7,68210,1,0,0,0,1,0
"2019-11-13",7.5,7.2,11.3,3,34,20,72.3,0,0,2.8,6,39198,1,0,0,0,1,0
"2019-11-14",0,1.3,5,-2.5,19,6,30.6,9.7,95.1,2.9,5.8,45095,1,0,0,0,1,0
"2019-11-15",18.8,5.6,7.6,1.4,22,13,87.4,0.1,1,2,3.5,15069,1,0,0,0,1,0
"2019-11-16",3.4,6.8,12.7,3.8,31,21,81.3,5.6,54.9,1.6,3,45493,0,1,0,0,1,0
"2019-11-17",21.1,8.3,10.5,5.6,26,16,79.4,0,0,3.1,6.4,11303,0,1,0,0,1,0
"2019-11-18",14.7,4.6,12.7,0.4,71,12,59.8,8,79.2,3.9,7,37496,1,0,0,0,1,0
"2019-11-19",0,0.2,4,-3.5,28,9,48,9.4,93.1,2.8,5.8,40356,1,0,0,0,1,0
"2019-11-20",0,0.5,6.3,-4.6,20,11,35.5,9.4,93.1,1.8,4.6,42026,1,0,0,0,1,0
"2019-11-21",0,4.2,9,-2.3,34,19,37.4,5.7,57,1.9,4.2,47091,1,0,0,0,1,0
"2019-11-22",0,9.7,17.3,3,40,21,34.1,9,90,2.1,4.8,56700,1,0,0,0,1,0
"2019-11-23",0,12.1,17.7,7.7,33,19,52,8,80,1.8,3.6,54283,0,1,0,0,1,0
"2019-11-24",3.8,9.8,15.6,4.6,32,20,74.6,1.8,18.2,2.2,6,24304,0,1,0,0,1,0
"2019-11-25",1.2,1.9,6,-1.2,24,15,62.1,5.8,58.6,2.7,5.9,42677,1,0,0,0,1,0
"2019-11-26",2.2,6.6,13.7,1.2,25,17,64,7.9,79.8,2,4.5,52464,1,0,0,0,1,0
"2019-11-27",0,3.1,6.8,0.3,33,21,50.8,8.3,83.8,2.7,4.6,46248,1,0,0,0,1,0
"2019-11-28",0,3.5,10.4,-0.6,33,20,52.4,9,91.8,2,4.3,46983,1,0,0,0,1,0
"2019-11-29",0,1.5,6.9,-3.4,43,30,42.8,9.3,94.9,2,4,44689,1,0,0,0,1,0
"2019-11-30",0,4.1,9.3,-1.4,44,34,42.6,5.3,54.1,1.7,3.4,38366,0,1,0,0,1,0
"2019-12-01",3.3,4.6,6.2,2.3,38,30,79.4,0,0,1.6,4.1,9680,0,1,0,0,0,1
"2019-12-02",1.4,-0.1,2.8,-3.2,21,15,48,8.8,89.8,3.1,6.2,34397,1,0,0,0,0,1
"2019-12-03",0.6,0.5,4.2,-5,26,17,61.3,3.1,31.6,1.6,3.6,33580,1,0,0,0,0,1
"2019-12-04",0,2,7.2,-2,27,18,41.6,8.7,89.7,1.8,4.4,38576,1,0,0,0,0,1
"2019-12-05",0,-4.4,-0.2,-8.5,19,13,31.9,9.2,94.8,3.2,6,29277,1,0,0,0,0,1
"2019-12-06",0,-5.9,-1,-10.6,29,20,34.5,9.3,95.9,1.7,3.8,26723,1,0,0,0,0,1
"2019-12-07",0.1,-2.4,1.2,-5.5,45,36,65,1.1,11.3,1.7,3.1,23013,0,1,0,0,0,1
"2019-12-08",0,-0.9,4.9,-5.5,55,48,65.1,8.9,91.8,1.4,3.2,22597,0,1,0,0,0,1
"2019-12-09",0,3.2,8,-1.3,62,54,56.8,1.4,14.4,2.5,3.9,34140,1,0,0,0,0,1
"2019-12-10",1.7,8.1,10.8,6,97,80,82.3,2,20.6,1.2,3.5,33275,1,0,0,0,0,1
"2019-12-11",0.2,6.3,9.8,0.1,79,60,62,5.2,54.2,3.4,7.2,34049,1,0,0,0,0,1
"2019-12-12",1.1,-0.7,3.4,-3.5,21,18,45.4,9.1,94.8,1.8,4.2,33704,1,0,0,0,0,1
"2019-12-13",1,2.1,5.9,-3.7,28,20,53.6,3.4,35.4,2,4.3,34258,1,0,0,0,0,1
"2019-12-14",0,2.7,6.4,-0.1,38,29,58.3,8.3,86.5,2.3,5.3,27424,0,1,0,0,0,1
"2019-12-15",0,5.3,11,0.4,34,28,52.5,7.3,76,2,3.6,29692,0,1,0,0,0,1
"2019-12-16",1.7,7.8,12.9,2.1,35,25,58.9,6.6,68.8,1.9,3.2,41750,1,0,0,0,0,1
"2019-12-17",9.8,7.7,10.2,3.2,27,21,81.4,0,0,2.3,4.5,25644,1,0,0,0,0,1
"2019-12-18",0,0.8,5.2,-1.7,40,30,64.6,8.4,87.5,2.5,4.2,34899,1,0,0,0,0,1
"2019-12-19",0,-0.8,3.1,-4.5,29,20,47.8,8.5,88.5,2.4,4.8,32972,1,0,0,0,0,1
"2019-12-20",0,-1.1,2,-3.5,30,22,45.3,8.9,92.7,2.3,3.9,32521,1,0,0,0,0,1
"2019-12-21",0.6,-1.2,1.5,-5.1,37,26,68.1,1.9,19.8,1.7,2.9,20302,0,1,0,0,0,1
"2019-12-22",0.3,4.1,8.4,0.3,60,45,63.4,5.2,54.2,1.7,3.5,24430,0,1,0,0,0,1
"2019-12-23",2.9,3.4,5.2,0.3,53,42,80.4,2.4,25,2,4.2,29028,1,0,0,0,0,1
"2019-12-24",0,0.8,6.5,-2.9,77,59,67.9,8,83.3,1.4,3.1,33334,1,0,0,0,0,1
"2019-12-25",0,2,6.6,-2.7,55,42,60.8,3.3,34.4,1,3.2,22428,1,0,0,0,0,1
"2019-12-26",0.3,2,4.1,-2.4,50,35,59,1.3,13.5,2.4,5.2,25007,1,0,0,0,0,1
"2019-12-27",0,-1.7,2.6,-4.6,36,27,45.4,9,93.8,2.1,4.3,29243,1,0,0,0,0,1
"2019-12-28",0,1.1,6.1,-3.6,44,30,47.6,5.8,60.4,2,3.7,26046,0,1,0,0,0,1
"2019-12-29",1.4,3.8,6.2,1.1,46,31,52.5,0,0,2.9,4.4,18701,0,1,0,0,0,1
"2019-12-30",0.4,2.7,6.8,-5.7,40,29,70.3,0,0,2.9,7.4,22952,1,0,0,0,0,1
"2019-12-31",0,-7.9,-4.5,-10.9,27,19,39.3,9.1,94.8,3.1,7.5,18436,1,0,0,0,0,1
"2020-01-01",0.1,-2.2,0.3,-6.5,34,24,64.4,0.8,8.3,0.6,2.6,16236,1,0,0,0,0,1
"2020-01-02",0,1,3.8,-0.7,59,45,65.4,0,0,1.2,4,28890,1,0,0,0,0,1
"2020-01-03",0,-0.1,4.6,-3.4,66,48,56.9,8.8,90.7,1.7,3.5,30809,1,0,0,0,0,1
"2020-01-04",0,1.2,6.1,-2.8,56,41,50.8,7.9,81.4,1.9,4.5,25709,0,1,0,0,0,1
"2020-01-05",0,1.3,6.6,-3.2,53,39,45.6,7.1,73.2,1.1,2.9,23206,0,1,0,0,0,1
"2020-01-06",1.8,3.1,4.6,0.6,41,31,65.4,0,0,3.1,5.4,15381,1,0,0,0,0,1
"2020-01-07",46.3,6.3,7.7,4.2,10,8,95,0,0,4,6.3,1920,1,0,0,0,0,1
"2020-01-08",11.6,2.4,8.9,-0.4,26,21,86.1,0,0,3.3,6.3,21522,1,0,0,0,0,1
"2020-01-09",0,-1.2,2,-3.1,53,45,65.3,8.7,89.7,2.3,4.3,28711,1,0,0,0,0,1
"2020-01-10",0,-0.6,4.2,-4.3,70,59,62.9,7.5,76.5,1.5,3.7,29395,1,0,0,0,0,1
"2020-01-11",0,-0.1,3.9,-2.6,54,44,60.9,8.1,82.7,1.9,4.8,23246,0,1,0,0,0,1
"2020-01-12",0,-1,2.8,-3.5,50,39,61.5,8.6,87.8,2.4,4.1,19842,0,1,0,0,0,1
"2020-01-13",1.7,-2.9,0.2,-4.7,27,20,51,8.1,82.7,2.3,4.9,26786,1,0,0,0,0,1
"2020-01-14",0,-2.3,2.6,-5.7,30,23,45.3,8.5,86.7,1.6,3.3,28435,1,0,0,0,0,1
"2020-01-15",0,-2.7,2.2,-6.4,37,27,44.8,9.2,92.9,1.9,4.5,28391,1,0,0,0,0,1
"2020-01-16",0,-1.7,3.2,-5.5,44,32,43,8.3,83.8,1.6,4.4,29026,1,0,0,0,0,1
"2020-01-17",0,-0.6,4.9,-4.8,58,40,43.9,7.6,76.8,1.5,3.8,29626,1,0,0,0,0,1
"2020-01-18",0,0.3,5.9,-4.1,64,44,48.1,9.1,91.9,1.8,4.2,24635,0,1,0,0,0,1
"2020-01-19",0.6,1.9,5.3,-0.4,61,46,62.8,4.8,48.5,2.2,6.1,17682,0,1,0,0,0,1
"2020-01-20",0,0.7,5.5,-3.3,56,34,46.8,8.7,87,2.5,5.7,28611,1,0,0,0,0,1
"2020-01-21",0,-0.4,5.5,-5.6,42,27,36.9,9.2,92,1.4,3.5,30618,1,0,0,0,0,1
"2020-01-22",0,3,7.8,-0.1,43,30,36,3.7,37,1.7,3.2,33011,1,0,0,0,0,1
"2020-01-23",0,4.6,9.9,0,62,44,49.3,8.8,88,2,4.7,34466,1,0,0,0,0,1
"2020-01-24",0,2.8,7.4,-1.3,72,52,63,8.8,87.1,1.7,3.7,19230,1,0,0,0,0,1
"2020-01-25",1.7,4.3,8.8,0.6,50,38,63.1,3.6,35.6,1.5,3.9,15233,0,1,0,0,0,1
"2020-01-26",3.3,5.5,11.9,-0.2,28,20,56.3,7.3,72.3,2.7,6.1,22685,0,1,0,0,0,1
"2020-01-27",0.1,5.9,7.5,4.8,11,6,48.1,0,0,4.6,7,16836,1,0,0,0,0,1
"2020-01-28",0,6.8,9.9,4.3,13,7,49.4,0,0,2.6,5.4,32098,1,0,0,0,0,1
"2020-01-29",2,6,9.6,3.2,17,9,46.4,3.1,30.4,2.1,3.6,37990,1,0,0,0,0,1
"2020-01-30",1.5,5.2,10.4,1.4,18,12,47,5.5,53.4,1.8,3,38079,1,0,0,0,0,1
"2020-01-31",0,3.9,8.9,1.4,25,17,59.6,6.1,59.2,2.3,4.4,35857,1,0,0,0,0,1
"2020-02-01",0,2.6,7.6,-1.2,68,53,66.6,5.3,51.5,1.7,4.7,27151,0,1,0,0,0,1
"2020-02-02",0,1.5,5.3,-2.1,74,58,52.3,4.8,46.6,1.8,4.7,22384,0,1,0,0,0,1
"2020-02-03",0,-0.4,3,-2.9,26,18,43.6,9.6,92.3,3.1,5.7,29681,1,0,0,0,0,1
"2020-02-04",1.7,-1.6,3.9,-6,25,18,50.3,6.4,61.5,2.8,6.2,23006,1,0,0,0,0,1
"2020-02-05",0,-8.3,-4.9,-11,23,13,37.3,9.7,92.4,3.3,5.5,20311,1,0,0,0,0,1
"2020-02-06",0,-6.4,0.4,-11.8,37,22,36.4,9.7,92.4,1.9,4,22401,1,0,0,0,0,1
"2020-02-07",0,-1.7,2.2,-7.2,35,25,45.1,6.1,58.1,2,3.5,26540,1,0,0,0,0,1
"2020-02-08",0,-0.1,3.7,-2.3,42,33,48.1,9.6,90.6,3,5.3,22046,0,1,0,0,0,1
"2020-02-09",0,-0.5,4.1,-5.6,37,26,51.1,9.6,90.6,2,4.4,21099,0,1,0,0,0,1
"2020-02-10",0,4,9.6,-0.7,50,35,49.4,9.7,91.5,1.7,4.2,33956,1,0,0,0,0,1
"2020-02-11",0,6.8,14.6,-0.5,55,36,37,7.6,71,1.6,3.6,40563,1,0,0,0,0,1
"2020-02-12",6.7,7.4,8.2,6.5,49,34,73.4,0,0,2.2,5,10698,1,0,0,0,0,1
"2020-02-13",4.8,6.5,8.7,4.9,76,54,84.8,1.3,12.1,1.7,3.2,34375,1,0,0,0,0,1
"2020-02-14",0,8.1,14.7,3.2,86,62,70.3,8.7,80.6,1.2,3,41229,1,0,0,0,0,1
"2020-02-15",2,9.8,15.6,6.2,65,49,63,5,46.3,2.7,5,29837,0,1,0,0,0,1
"2020-02-16",13.4,-1.4,7.7,-4.3,28,19,81.1,1.6,14.8,4,6.6,6798,0,1,0,0,0,1
"2020-02-17",1,-5.9,-3.9,-7.1,41,20,64.3,3.2,29.4,3.4,5.6,13777,1,0,0,0,0,1
"2020-02-18",2.1,-4.1,1.3,-8.3,24,17,44,10.1,92.7,2.3,4.1,19773,1,0,0,0,0,1
"2020-02-19",0,1,6.4,-4.4,33,24,56.8,7.4,67.3,1.5,3.2,32721,1,0,0,0,0,1
"2020-02-20",0,4.6,10.8,-0.6,60,45,62.6,9.4,85.5,1.7,3.3,36027,1,0,0,0,0,1
"2020-02-21",4.2,6.7,10.9,2.1,79,62,66.3,1.1,10,2.2,5.3,29779,1,0,0,0,0,1
"2020-02-22",3.1,4,7.9,0,37.8,24.6,62,5.9,53.2,4,8.2,18290,0,1,0,0,0,1
"2020-02-23",0,2.5,8,-2.5,41.7,27.6,48.6,10.2,91.9,2,4.2,25159,0,1,0,0,0,1
"2020-02-24",2.2,7,12.2,0.8,35,20,51.8,7.7,69.4,1.6,3.4,36094,1,0,0,0,0,1
"2020-02-25",16.6,6.7,9.4,4.7,23,14,73.5,0.6,5.4,4.2,6.8,15939,1,0,0,0,0,1
"2020-02-26",0,6.4,10.4,2.8,18,11,59.6,4.8,42.9,2.1,4,35773,1,0,0,0,0,1
"2020-02-27",1.9,6.1,12.5,1.3,13,8,54,10.4,92,2,4.4,38526,1,0,0,0,0,1
"2020-02-28",3.9,4.5,5.9,3.6,25,18,79.4,0,0,1.4,4.2,12644,1,0,0,0,0,1
"2020-02-29",0.5,7.7,13,4.5,24,17,68.6,9.5,84.1,1.7,4.2,35697,0,1,0,0,0,1
"2020-03-01",0.2,5.8,10.1,3.2,45,32,71.8,0.2,1.8,2,4.7,24431,0,1,1,0,0,0
"2020-03-02",0,3.4,7.6,0,39,30,55.3,10,87.7,2.7,4.9,36641,1,0,1,0,0,0
"2020-03-03",1.3,4.8,10.5,0.3,46,35,57,4.1,35.7,2.6,4.7,39447,1,0,1,0,0,0
"2020-03-04",0,2.2,4.6,-1.3,47,37,53.4,6.6,57.4,3.7,6.8,31269,1,0,1,0,0,0
"2020-03-05",0,1.4,6.3,-2.8,37,30,47.5,10.9,94.8,2.5,4.1,35851,1,0,1,0,0,0
"2020-03-06",0,3.7,10.1,-2.5,39,27,46.8,10.6,91.4,1.6,3.6,40897,1,0,1,0,0,0
"2020-03-07",0,7,14.2,1.3,53,40,39.5,5.9,50.9,2,4.1,42379,0,1,1,0,0,0
"2020-03-08",0,9.3,16.9,2.3,52,40,43.8,10.7,91.5,1.6,4.6,54245,0,1,1,0,0,0
"2020-03-09",0,11.1,17.6,4.8,53,39,37.6,7.1,60.7,1.8,4.5,53020,1,0,1,0,0,0
"2020-03-10",11.8,6.4,10.8,3.2,41,32,78.4,0,0,2.8,5.3,10606,1,0,1,0,0,0
"2020-03-11",0,3.8,8.3,0,32,15,41.8,11.2,94.9,3.3,5.5,45245,1,0,1,0,0,0
"2020-03-12",2.9,6.8,13.3,0.2,33,14,49.8,8.1,68.6,2.5,5.4,50094,1,0,1,0,0,0
"2020-03-13",0.5,4.9,8.7,-0.1,30,13,41,9.7,81.5,3.3,5.4,43554,1,0,1,0,0,0
"2020-03-14",0,3.6,8.6,-2.7,35,19,48.1,10,84,3,6.8,42569,0,1,1,0,0,0
"2020-03-15",0,4,8.5,0.2,40,19,48.3,8.5,71.4,3.6,7.8,33215,0,1,1,0,0,0
"2020-03-16",2.3,3.6,9.1,-2.1,23,14,42.4,11.3,94.2,2.8,5.2,42441,1,0,1,0,0,0
"2020-03-17",2.7,6.6,12.3,3.1,46,22,65.8,4.2,35,2.1,5.2,47241,1,0,1,0,0,0
"2020-03-18",0,10,17,2.7,64,38,45.8,11.1,91.7,1.8,4.4,62119,1,0,1,0,0,0
"2020-03-19",0,9.1,12.1,5.8,56,26,49,7.7,63.6,4.8,8.2,24256,1,0,1,0,0,0
"2020-03-20",2.3,8.8,14,3.1,38,10,39.6,11,90.9,3.1,6.6,53839,1,0,1,0,0,0
"2020-03-21",2,12.8,19.5,7.9,53,17,56.5,6.1,50,2,5.1,63759,0,1,1,0,0,0
"2020-03-22",0,11,16.5,6.1,41,17,37.5,11.6,95.1,3,5.6,64436,0,1,1,0,0,0
"2020-03-23",0,10.6,17,5.4,46,28,37.9,11.5,93.5,1.9,4.8,63686,1,0,1,0,0,0
"2020-03-24",0,11.4,17.9,5.3,55,35,35,11.5,93.5,1.8,4,69998,1,0,1,0,0,0
"2020-03-25",0,12.5,19.2,6.1,47,31,33.6,9.2,74.2,1.9,5.3,73460,1,0,1,0,0,0
"2020-03-26",1.8,14.8,20.6,8.1,51,32,53.8,4.3,34.7,1.9,5.3,47633,1,0,1,0,0,0
"2020-03-27",2,11.9,15.8,6.7,41,21,56.4,7.4,59.7,3.3,5.8,60183,1,0,1,0,0,0
"2020-03-28",0,7.7,12.8,4.5,29,8,17.9,9.1,72.8,3.2,5.5,64677,0,1,1,0,0,0
"2020-03-29",0,8.7,16.1,1.3,38,17,30.6,11.6,92.8,2,4.6,68430,0,1,1,0,0,0
"2020-03-30",0,10.2,16.9,4.3,51,28,38.4,11.7,93.6,1.8,4.1,69293,1,0,1,0,0,0
"2020-03-31",0,11.9,18.6,4.7,47,27,34.5,10,79.4,2,4.4,74621,1,0,1,0,0,0
"2020-04-01",0,11.3,17.4,6,64,30,35.6,8.6,68.3,3.7,7.3,70258,1,0,1,0,0,0
"2020-04-02",0,9.3,15.5,3.4,40,27,41.4,10.6,83.5,2.3,5.5,72129,1,0,1,0,0,0
"2020-04-03",0,10,16.3,5.3,55,32,53.8,10.7,84.3,2.7,5.7,74856,1,0,1,0,0,0
"2020-04-04",0,8.9,13.3,5,67,29,36.4,10.4,81.3,3.4,6.3,66405,0,1,1,0,0,0
"2020-04-05",0,7.2,13.7,1.9,43,23,29.5,12.1,94.5,2.8,5.4,64111,0,1,1,0,0,0
"2020-04-06",0,9.3,16.1,2.9,54,24,38.3,11.4,89.1,2.4,5.9,68414,1,0,1,0,0,0
"2020-04-07",0,10.6,16.8,6,55,26,56.6,9,69.8,2.5,5.1,73685,1,0,1,0,0,0
"2020-04-08",0,9.4,14.2,5.2,40,20,25.5,12.3,95.3,3.5,5.9,72863,1,0,1,0,0,0
"2020-04-09",0,8.9,14.7,4.3,44,25,44.6,11.8,91.5,2.8,5.7,73382,1,0,1,0,0,0
"2020-04-10",0,10.7,16.8,5.8,40,25,52.6,9.2,70.8,2.4,4.1,75021,1,0,1,0,0,0
"2020-04-11",0,9.9,16,6.2,38,23,63.8,8.8,67.7,2.5,4.9,75637,0,1,1,0,0,0
"2020-04-12",0,9.9,15.6,4.4,31,21,58.6,8.3,63.4,3.8,7.4,63335,0,1,1,0,0,0
"2020-04-13",0,12.4,20.4,4.3,20,12,39.4,12.2,93.1,3.1,5.5,77604,1,0,1,0,0,0
"2020-04-14",0,13,19.6,7.6,49,29,46.8,12.1,92.4,2.4,5.3,83798,1,0,1,0,0,0
"2020-04-15",0,13.2,20.2,7.2,60,38,39.8,10,75.8,2.2,5.6,89789,1,0,1,0,0,0
"2020-04-16",0,16,23.8,8.9,50,30,39.9,10.6,80.3,2.3,4.5,83970,1,0,1,0,0,0
"2020-04-17",6.5,12.5,15.4,10.4,40,21,77.8,0.3,2.3,2.4,4.8,35656,1,0,1,0,0,0
"2020-04-18",0,13.5,19.6,8.5,26,13,67.9,10.4,78.2,2.6,4.8,92829,0,1,1,0,0,0
"2020-04-19",10.3,12.3,15.5,9.5,25,16,75.8,0.3,2.3,2.7,5.2,29375,0,1,1,0,0,0
"2020-04-20",0.1,10,13.1,7.6,14,9,73,1.3,9.7,3.3,6.8,56129,1,0,1,0,0,0
"2020-04-21",1.1,7.4,10.4,4.8,32,11,49,10.1,75.4,4.4,8.9,58746,1,0,1,0,0,0
"2020-04-22",0,6,8.3,4.1,77,11,46.8,5.3,39.6,4,6.4,51337,1,0,1,0,0,0
"2020-04-23",0,7.9,12.8,2.9,41,13,47.8,11.8,87.4,3.7,7.9,64765,1,0,1,0,0,0
"2020-04-24",2.8,9.9,14.3,4.1,37,13,55.6,12,88.9,3.9,8.2,72883,1,0,1,0,0,0
"2020-04-25",0,13.1,17.1,9.9,55,22,54.4,8.5,62.5,3.9,7.8,78419,0,1,1,0,0,0
"2020-04-26",0,12.3,19,6.8,28,14,43.1,12.5,91.9,3.2,6.5,82600,0,1,1,0,0,0
"2020-04-27",1.7,12.9,18.3,8.7,31,17,49.8,9.7,71.3,2.8,5.5,77149,1,0,1,0,0,0
"2020-04-28",0,13.9,19.9,7.8,34,19,50,12.6,92,3,5.5,86541,1,0,1,0,0,0
"2020-04-29",0,14.9,21,9.3,44,25,48.6,12.2,89.1,2.6,5.2,88827,1,0,1,0,0,0
"2020-04-30",1.3,17.1,23.4,9.3,35,18,57.1,8.2,59.9,2.7,5.9,96877,1,0,1,0,0,0
"2020-05-01",1.1,20.2,26.2,16.4,52,31,73.6,6.1,44.2,2.7,5.5,93249,1,0,1,0,0,0
"2020-05-02",0,20.3,23.9,18,48,28,79.6,0.2,1.4,2.3,4.6,88508,0,1,1,0,0,0
"2020-05-03",0,21.8,27.4,17,28,17,68.8,5.9,42.8,2,3.9,89287,0,1,1,0,0,0
"2020-05-04",2.3,20.2,25.3,14.8,32,17,63.9,10.1,72.7,2.7,4.6,93579,1,0,1,0,0,0
"2020-05-05",2.1,16,19.3,13.1,33,17,67.9,3.3,23.7,1.9,5.3,88219,1,0,1,0,0,0
"2020-05-06",0,19.4,27.6,11.1,30,15,50,12.8,92.1,2.1,4.4,88561,1,0,1,0,0,0
"2020-05-07",0,20.7,26.5,14.9,24,12,32.5,8.7,62.1,2.5,4.3,90645,1,0,1,0,0,0
"2020-05-08",2.3,19.9,27.3,14.3,25,12,32.8,7.5,53.6,2.4,4.5,63474,1,0,1,0,0,0
"2020-05-09",24.4,14.2,16.8,12.7,14,7,94.4,0,0,3.6,5.9,7600,0,1,1,0,0,0
"2020-05-10",1.3,14.4,16.6,12.8,27,18,88.6,0.4,2.8,2.5,4.1,65932,0,1,1,0,0,0
"2020-05-11",3.4,16.5,22,12.4,97,24,61,7.2,51.1,3,5.6,76042,1,0,1,0,0,0
"2020-05-12",0.7,14.3,18.9,10.5,39,12,69.4,5,35.5,2.9,5.4,78200,1,0,1,0,0,0
"2020-05-13",0,16.1,21.8,10.2,33,13,47.3,13,92.2,2.8,6.5,89183,1,0,1,0,0,0
"2020-05-14",0,19.3,25.4,12.4,37,14,35.4,6.6,46.5,2,4.3,89149,1,0,1,0,0,0
"2020-05-15",12,16.1,20.2,14.1,38,12,81.4,0,0,3,5.3,13782,1,0,1,0,0,0
"2020-05-16",2.5,16.7,20.3,15,25,13,90.3,0.6,4.2,1.6,3.3,64549,0,1,1,0,0,0
"2020-05-17",0,19.1,24.9,14.6,40,26,80.1,3.9,27.3,1.7,4.3,89449,0,1,1,0,0,0
"2020-05-18",29.8,19.1,26.8,13.2,41,25,79.4,3.2,22.4,2.4,7.2,36761,1,0,1,0,0,0
"2020-05-19",19,13,17.1,10.1,18,8,73.6,3,21,3.2,7.2,55556,1,0,1,0,0,0
"2020-05-20",0,14.4,20.1,9.2,8,4,60.4,4.5,31.5,1.9,3,88257,1,0,1,0,0,0
"2020-05-21",1.4,17.4,22.9,10.9,20,11,56.1,9.4,65.3,2.1,3.3,93930,1,0,1,0,0,0
"2020-05-22",0,18.5,22.7,14.8,42,28,68.5,0.7,4.9,1.9,4.9,89317,1,0,1,0,0,0
"2020-05-23",0,20.1,25,16.6,44,30,66.1,6.8,47.2,2.2,4.7,101256,0,1,1,0,0,0
"2020-05-24",14.5,17.1,20.2,14.3,25,17,84.8,1.1,7.6,2.9,6.5,80357,0,1,1,0,0,0
"2020-05-25",1.4,16.6,21.3,13.7,34,23,81,2.5,17.2,2.1,3.8,92531,1,0,1,0,0,0
