"date","precipitation","temp_mean","temp_highest","temp_lowest","PM10","PM2.5","humidity","sunshine_sum","sunshine_rate","wind_mean","wind_max","rental","weekday.Weekday","weekday.Holiday","season.Spring","season.Summer","season.Fall","season.Winter"
"2020-05-26",1.5,16.2,22.9,12.7,39,24,81.9,4.8,33.1,2.1,5.4,68498,1,0,1,0,0,0
"2020-05-27",2,17.4,23.9,11.8,22,14,68.5,13.2,91,2.6,5.9,101949,1,0,1,0,0,0
"2020-05-28",0,18.7,23.4,14.2,30,20,62.8,8.4,57.9,1.9,3.9,99792,1,0,1,0,0,0
"2020-05-29",0,20.7,27.6,14.6,33,21,65.6,12.7,87.6,2,4.1,103999,1,0,1,0,0,0
"2020-05-30",0,22.6,30,16.5,37,25,57.3,11.3,77.4,1.9,4.3,105172,0,1,1,0,0,0
"2020-05-31",1,21.2,28,17.6,40,29,63,5,34.2,2.3,5.7,93547,0,1,1,0,0,0
"2020-06-01",0.4,19.7,24.5,16.6,18,10,64.3,11.5,78.8,3.4,6.2,99930,1,0,0,1,0,0
"2020-06-02",2,17.9,21.8,14.8,23,13,71,0.2,1.4,2.2,4.1,79833,1,0,0,1,0,0
"2020-06-03",2.1,22,28.4,17.6,46,24,73.3,9.5,65.1,2.4,5.6,103887,1,0,0,1,0,0
"2020-06-04",0.2,21.9,26.5,19.7,52,25,81.1,4.7,32.2,2.7,4.7,97656,1,0,0,1,0,0
"2020-06-05",1.7,23,28.7,18.4,43,23,69.4,8.8,59.9,1.8,3.8,107343,1,0,0,1,0,0
"2020-06-06",0,24.6,30.9,19.2,49,30,63.6,8.6,58.5,2,4.4,105033,0,1,0,1,0,0
"2020-06-07",1.4,22.7,29.2,19.2,48,28,69.4,9.2,62.6,2.3,5.1,101848,0,1,0,1,0,0
"2020-06-08",0,25,32,19.8,42,25,63.6,11.3,76.9,2.1,5.5,103582,1,0,0,1,0,0
"2020-06-09",0,26.7,32.8,20.3,52,25,51.6,12.9,87.8,2.3,4.3,102084,1,0,0,1,0,0
"2020-06-10",6.2,25.8,32.1,22.5,48,26,63.8,5.2,35.4,2,6.2,58133,1,0,0,1,0,0
"2020-06-11",0,26.1,31.6,21.7,31,19,68.3,8,54.4,2.2,4.6,100031,1,0,0,1,0,0
"2020-06-12",0,24.7,27.6,21.6,47,22,68.6,0.5,3.4,1.7,3,109210,1,0,0,1,0,0
"2020-06-13",0,26.9,33.5,20.6,57,28,52.8,9.7,66,1.9,5,90396,0,1,0,1,0,0
"2020-06-14",1.1,24,28.8,20.1,38,22,70.6,8.1,54.7,2.9,5.9,94406,0,1,0,1,0,0
"2020-06-15",0,23,28.6,18.2,26,15,62.3,10.1,68.2,2.8,6.3,108320,1,0,0,1,0,0
"2020-06-16",0,24.4,30.7,20,53,37,63,7.5,50.7,2.2,4.4,106519,1,0,0,1,0,0
"2020-06-17",0,24.3,30.3,20.2,51,33,58.6,5.9,39.9,2,4.3,107723,1,0,0,1,0,0
"2020-06-18",0,23.4,27.3,20.3,35,21,61.4,0.1,0.7,1.6,3.4,110377,1,0,0,1,0,0
"2020-06-19",0.1,24.7,30,21.1,24,15,61.4,6,40.5,2.1,4.2,109124,1,0,0,1,0,0
"2020-06-20",0,24.9,29.7,20.7,38,24,62.6,11.7,79.1,2.1,4.6,102333,0,1,0,1,0,0
"2020-06-21",0,26.1,32.7,19.5,33,22,59.5,13.5,91.2,2,4.5,95453,0,1,0,1,0,0
"2020-06-22",0,28.6,35.4,21.7,40,24,50.5,13.3,89.9,2,4.1,98394,1,0,0,1,0,0
"2020-06-23",0,27.3,31,23.2,40,24,53.5,5.1,34.5,1.9,3.7,103214,1,0,0,1,0,0
"2020-06-24",37.6,22.3,26.3,19.9,34,21,83.5,0,0,2.7,5.7,19756,1,0,0,1,0,0
"2020-06-25",13.3,21.6,23.4,20.1,13,8,91,0.1,0.7,2.2,4.3,46415,1,0,0,1,0,0
"2020-06-26",2.1,21.8,25.7,19.2,23,14,82.1,3.1,20.9,3.2,5.3,96150,1,0,0,1,0,0
"2020-06-27",0,24.1,29.6,20.4,25,17,70.4,7.4,50,2,5.4,107001,0,1,0,1,0,0
"2020-06-28",1.5,25.2,30.1,21.5,30,19,70.5,12.4,83.8,2.4,4.7,98568,0,1,0,1,0,0
"2020-06-29",11.9,23.8,26.5,20.6,35,24,77,1.7,11.6,2.4,5.9,70053,1,0,0,1,0,0
"2020-06-30",64.7,20.1,23.1,18.4,9,5,83,0,0,4,7.6,38086,1,0,0,1,0,0
"2020-07-01",0,21.1,24.3,18.1,19,11,79.3,0.2,1.4,1.9,3.7,105196,1,0,0,1,0,0
"2020-07-02",0,24.2,29.8,20.4,51,34,74.5,5.4,36.7,1.9,3.4,107842,1,0,0,1,0,0
"2020-07-03",0.1,25.5,30.6,21.6,52,32,63.5,9.6,65.3,2.6,6.1,102753,1,0,0,1,0,0
"2020-07-04",1.6,24.2,29.5,20.4,24,15,63.9,9.5,64.6,2.1,4.4,98488,0,1,0,1,0,0
"2020-07-05",0,23.8,27.6,19.9,29,22,68.6,6.4,43.5,1.9,3.5,104664,0,1,0,1,0,0
"2020-07-06",0,25.6,30.9,21.8,24,18,66.6,5,34,2.1,4.7,106825,1,0,0,1,0,0
"2020-07-07",0,24.1,28.1,22.1,17,11,75.5,4,27.4,2.5,4,91407,1,0,0,1,0,0
"2020-07-08",1.9,25.5,30.4,21.3,32,20,71.9,10,68.5,2,3.7,105876,1,0,0,1,0,0
"2020-07-09",0,27.5,32.9,21.8,42,29,64.6,7.7,52.7,1.7,3.6,102828,1,0,0,1,0,0
"2020-07-10",2.2,24.5,27.7,22.7,16,11,75,3.1,21.2,2.8,6.6,90880,1,0,0,1,0,0
"2020-07-11",0,25.8,30.2,22.2,8,4,62.6,6.6,45.2,2.6,5,103657,0,1,0,1,0,0
"2020-07-12",2.9,23.5,26,21.7,13,9,71.9,0,0,2.4,3.6,57367,0,1,0,1,0,0
"2020-07-13",47.6,18.7,21.7,17.7,9,6,94.8,0,0,4,5.9,4859,1,0,0,1,0,0
"2020-07-14",11.5,20.3,24.3,17.2,7,3,79.4,0.1,0.7,2.8,4.4,85486,1,0,0,1,0,0
"2020-07-15",1.4,23.4,28.7,18.9,13,6,63.1,9.3,64.1,2,3.4,106949,1,0,0,1,0,0
"2020-07-16",2.2,25,29.7,20.4,29,18,70.9,10.2,70.3,1.8,3.5,102741,1,0,0,1,0,0
"2020-07-17",0,26,31.6,21.5,38,25,72,7.5,51.7,1.9,5.6,99949,1,0,0,1,0,0
"2020-07-18",1.3,26.1,31,22.8,43,30,71.6,4.3,29.7,1.6,4,98309,0,1,0,1,0,0
"2020-07-19",29.1,24,26.6,20.6,21,15,81.6,0,0,2.7,4.3,60804,0,1,0,1,0,0
"2020-07-20",3.6,23.8,26.6,22.4,18,11,86.3,0,0,3.7,7,72291,1,0,0,1,0,0
"2020-07-21",0,25,30.5,21.4,29,21,77,4,27.8,1.6,4.2,100825,1,0,0,1,0,0
"2020-07-22",11.5,23.7,25.7,22.6,24,16,89.3,0,0,1.6,3.4,46448,1,0,0,1,0,0
"2020-07-23",103.1,21.1,22.6,18.5,20,12,95.5,0,0,3.6,8.3,10739,1,0,0,1,0,0
"2020-07-24",2.9,22.5,26.8,18.7,6,3,74.3,1,7,4.6,8.7,76995,1,0,0,1,0,0
"2020-07-25",0,24.3,29,22.3,5,2,69.3,1.9,13.3,3.1,6.1,102498,0,1,0,1,0,0
"2020-07-26",0,25.4,29.6,21.6,8,5,69.3,5.6,39.2,2,3.3,94802,0,1,0,1,0,0
"2020-07-27",2.2,24.3,25.5,22.9,12,8,86.4,0,0,2.2,3.2,52922,1,0,0,1,0,0
"2020-07-28",0.4,24.4,26.4,22.7,13,7,84.8,0,0,2,3.1,68214,1,0,0,1,0,0
"2020-07-29",50.1,23.7,24.9,22.6,12,6,95.8,0,0,2,3.4,31724,1,0,0,1,0,0
"2020-07-30",0.1,25.3,28.4,23.4,21,14,85.5,3,21.3,2.1,3.8,92468,1,0,0,1,0,0
"2020-07-31",1.5,26.2,29.6,22.8,24,17,81.9,5,35.5,2,4.6,95705,1,0,0,1,0,0
"2020-08-01",39.1,25.3,26.9,24.3,15,9,90.9,0,0,1.7,4.9,34998,0,1,0,1,0,0
"2020-08-02",31.4,24.9,26.4,23.5,13,6,96.3,0,0,2.3,7.5,11491,0,1,0,1,0,0
"2020-08-03",102.6,25,26.3,23.9,16,11,96.3,0,0,3,8.3,17575,1,0,0,1,0,0
"2020-08-04",3.9,27,29.4,25,40,26,89.3,0.4,2.9,3.5,5.7,49378,1,0,0,1,0,0
"2020-08-05",18.5,26.5,29.1,25.5,37,23,92.1,0.1,0.7,1.9,4.6,28751,1,0,0,1,0,0
"2020-08-06",75.7,24.1,26,22.9,16,9,92.8,0.2,1.4,3.3,6.5,51456,1,0,0,1,0,0
"2020-08-07",0,24.3,26.1,22.6,29,19,85.3,0,0,1.8,3.3,78071,1,0,0,1,0,0
"2020-08-08",19.1,24.2,26.1,22.7,15,9,89.5,1.8,12.9,2.3,3.7,40020,0,1,0,1,0,0
"2020-08-09",50.3,24.9,25.8,23.7,9,5,95.4,0,0,2.6,6.8,12384,0,1,0,1,0,0
"2020-08-10",44.6,26.5,29.5,24.7,13,7,91.6,0.2,1.4,2,4.3,23519,1,0,0,1,0,0
"2020-08-11",97,24.6,27.3,22.4,10,7,92.5,0.5,3.6,2.2,4.7,50974,1,0,0,1,0,0
"2020-08-12",4.8,27.2,31.3,23.5,22,14,83.9,2.1,15.3,1.9,4.3,78261,1,0,0,1,0,0
"2020-08-13",3.3,28,30.3,26.3,26,13,82.4,0.2,1.5,2.5,4.9,79353,1,0,0,1,0,0
"2020-08-14",0.4,27.1,28,26.5,32,19,86.1,0,0,3.5,5.7,72875,1,0,0,1,0,0
"2020-08-15",69,26.1,27,25,41,28,96,0,0,1.9,5.6,26267,0,1,0,1,0,0
"2020-08-16",6.8,27.4,30.8,25.3,22,15,82.6,2.4,17.6,3,5.2,66011,0,1,0,1,0,0
"2020-08-17",3,28.2,32.2,26.1,26,18,77.9,5.8,43,2.3,4.1,73368,1,0,0,1,0,0
"2020-08-18",3.2,27.5,31.9,24,34,24,76.3,7.9,58.5,1.6,3.6,82202,1,0,0,1,0,0
"2020-08-19",2.4,27.1,31.4,23.6,43,31,76.8,9.4,69.6,2,4.4,84665,1,0,0,1,0,0
"2020-08-20",1.5,27.7,31.7,25,39,28,76,3.1,23.1,1.7,4.2,85420,1,0,0,1,0,0
"2020-08-21",2.5,26.6,29.2,25.2,29,22,83.1,0.8,6,1.6,3.5,78701,1,0,0,1,0,0
"2020-08-22",42.6,24.3,27.6,21.7,17,11,87.4,0.6,4.5,2.1,5.5,40126,0,1,0,1,0,0
"2020-08-23",3.4,25.3,29.9,21.5,13,8,78.4,6.8,51.1,1.9,3.9,80594,0,1,0,1,0,0
"2020-08-24",1.7,27.8,32,23.7,25,17,71.6,8.8,66.2,2.2,4.9,90297,1,0,0,1,0,0
"2020-08-25",0,29.9,34.5,26,32,25,69.5,7.6,57.6,2.1,4.6,87894,1,0,0,1,0,0
"2020-08-26",0.6,30.2,34.5,27,28,18,68.3,7.5,56.8,3.4,6.5,40169,1,0,0,1,0,0
"2020-08-27",8.7,27.1,28.6,25.6,21,12,84.6,0.5,3.8,3.6,7,32745,1,0,0,1,0,0
"2020-08-28",13.6,27.3,29.7,26,23,16,89.1,2,15.3,1.6,4.4,62045,1,0,0,1,0,0
"2020-08-29",13.6,26.8,29,25.5,17,11,90.1,1.7,13,1.3,4,33797,0,1,0,1,0,0
"2020-08-30",42.5,26.8,30.6,24.4,14,11,88.8,2.4,18.3,2.1,4.8,52904,0,1,0,1,0,0
"2020-08-31",0,26.4,30,23.8,13,4,77.9,1.9,14.6,2.8,4.3,87662,1,0,0,1,0,0
"2020-09-01",0,26.6,29.5,23.8,20,8,72.4,1,7.7,1.9,3.6,87892,1,0,0,0,1,0
"2020-09-02",33.3,24.3,26.4,22.6,16,9,91.3,0,0,2.3,4,13744,1,0,0,0,1,0
"2020-09-03",29.8,22.7,25.6,20,15,6,82,2.8,21.7,4.8,9.8,71524,1,0,0,0,1,0
"2020-09-04",0,23.3,27.5,19.9,24,11,63.9,10.1,78.3,2.7,5.6,115059,1,0,0,0,1,0
"2020-09-05",0,23.3,27.3,19.2,30,20,66.6,3.3,25.8,2,3.5,113253,0,1,0,0,1,0
"2020-09-06",6.4,21.7,24.4,19.5,26,16,80,0,0,2.7,4.8,54125,0,1,0,0,1,0
"2020-09-07",61,19.2,20.6,17.5,8,4,93.5,0,0,4.2,7.9,3144,1,0,0,0,1,0
"2020-09-08",0,23.4,26.5,20.6,24,12,71.5,9.5,74.8,4.2,7,104606,1,0,0,0,1,0
"2020-09-09",1.3,21.1,25.3,19,30,20,83.4,3.1,24.4,2.1,7.6,75412,1,0,0,0,1,0
"2020-09-10",3.9,22.8,27,18.8,26,17,75.8,9,71.4,2,4.2,107150,1,0,0,0,1,0
"2020-09-11",1.2,22.4,27.1,19.2,28,18,72.6,4.5,35.7,2.8,4.9,61474,1,0,0,0,1,0
"2020-09-12",5.7,20.2,23.2,18.1,12,7,83.8,0,0,2,3.9,44703,0,1,0,0,1,0
"2020-09-13",0,21.5,26.6,16.7,9,4,70.4,9.8,78.4,1.9,3.5,118921,0,1,0,0,1,0
"2020-09-14",0,21.3,24.9,17.6,21,14,79.3,5.7,45.6,1.8,4.3,106465,1,0,0,0,1,0
"2020-09-15",0,23,27.7,18.9,35,23,76.4,5.1,41.1,1.6,3.3,111912,1,0,0,0,1,0
"2020-09-16",0.3,22.5,24.9,21.3,26,17,79.9,0.3,2.4,1.9,3.4,88745,1,0,0,0,1,0
"2020-09-17",0,21.3,23.6,20.1,22,10,70.3,0.7,5.6,2.1,3.7,110088,1,0,0,0,1,0
"2020-09-18",0,21.5,25.8,18.1,22,8,62,9.8,79.7,2.8,6,118363,1,0,0,0,1,0
"2020-09-19",0.3,21.2,26.2,17.6,21,9,59.3,9.7,78.9,2.2,5.3,117633,0,1,0,0,1,0
"2020-09-20",0,19.7,24.9,15.6,18,10,57.6,11.4,93.4,2,4.9,110798,0,1,0,0,1,0
"2020-09-21",0,19.1,25.3,13.6,23,14,56.1,9.6,78.7,1.7,2.9,108369,1,0,0,0,1,0
"2020-09-22",0,20.2,25.6,15.5,19,10,55.3,10.7,87.7,2.8,4.6,112619,1,0,0,0,1,0
"2020-09-23",0,19.2,23.8,15.2,14,4,59.9,7.2,59.5,3.3,5.3,111343,1,0,0,0,1,0
"2020-09-24",0,20.6,25.4,16.8,14,4,59.6,8,66.1,3.7,5.7,111994,1,0,0,0,1,0
"2020-09-25",0,20.1,25.4,16.6,16,6,64.1,3.5,28.9,2.5,4.9,114720,1,0,0,0,1,0
"2020-09-26",0,19.3,24.8,14.8,17,6,62.5,8,66.7,2.4,6.2,115111,0,1,0,0,1,0
"2020-09-27",0,20.4,25.8,14.9,15,7,63.3,9.8,81.7,2,3.9,109610,0,1,0,0,1,0
"2020-09-28",0,20.7,26.5,15.7,25,14,66,10.5,88.2,2,3.6,107714,1,0,0,0,1,0
"2020-09-29",1.5,19.6,23.9,15.3,28,17,67.6,6.3,52.9,1.9,4.3,113823,1,0,0,0,1,0
"2020-09-30",38.3,19.6,25.7,16.2,30,19,78,4.9,41.5,1.7,4.1,71676,1,0,0,0,1,0
"2020-10-01",2,18.8,23.6,15.6,15,10,74.9,2.5,21.2,2.1,4.7,82099,1,0,0,0,1,0
"2020-10-02",0,19.2,21.9,16.3,23,15,79.6,1.9,16.1,2.3,5.2,75275,1,0,0,0,1,0
"2020-10-03",0,19.9,23.2,18.3,32,20,72.5,1.8,15.4,1.6,3.6,97726,0,1,0,0,1,0
"2020-10-04",0,16.6,21.8,10.6,23,13,65.1,4.3,36.8,2.8,7.2,86091,0,1,0,0,1,0
"2020-10-05",0,13.3,18.4,8.5,21,9,57.3,10.5,90.5,2.5,5.1,93156,1,0,0,0,1,0
"2020-10-06",0,14.2,19.7,9.3,20,10,55.9,10.8,93.1,2,4.1,100369,1,0,0,0,1,0
"2020-10-07",0,16,22,9.9,25,12,48.9,8.9,76.7,1.9,3.4,103348,1,0,0,0,1,0
"2020-10-08",0,17.2,23.1,12.1,18,9,53,10.8,93.9,3.1,5.4,105509,1,0,0,0,1,0
"2020-10-09",0,17.2,23.3,12.4,18,9,53.4,10.6,92.2,3,5.2,104087,1,0,0,0,1,0
"2020-10-10",0,16.9,21.5,12.3,21,10,60.1,7.6,66.7,2,3.8,104678,0,1,0,0,1,0
"2020-10-11",1.4,16.9,20.8,12.7,22,13,68.5,4.9,43,1.8,4.1,95405,0,1,0,0,1,0
"2020-10-12",2.4,16.2,21.3,12.1,40,21,68.6,7.5,65.8,2.2,4.6,97721,1,0,0,0,1,0
"2020-10-13",0,13.6,18.4,8.6,28,12,52.3,7.1,62.8,2.2,4.7,97160,1,0,0,0,1,0
"2020-10-14",0,12.8,18,8.5,39,15,47,5.8,51.3,2.4,5.8,92998,1,0,0,0,1,0
"2020-10-15",0,11.7,18.5,6.5,35,12,41.8,7.2,63.7,1.5,3.7,92555,1,0,0,0,1,0
"2020-10-16",0,11.8,15.4,8.6,41,22,64.3,0,0,1.5,2.5,92609,1,0,0,0,1,0
"2020-10-17",0,13.1,18.6,8.7,35,20,64.3,10.1,90.2,1.8,4.3,94840,0,1,0,0,1,0
"2020-10-18",0,13.6,20.2,7.2,29,16,65.5,9.7,87.4,2,3.9,89401,0,1,0,0,1,0
"2020-10-19",0,15.1,21.3,9.8,60,32,74.4,9.8,88.3,1.7,3.4,95110,1,0,0,0,1,0
"2020-10-20",0,15.2,21.7,9.9,67,39,67.1,10,90.1,1.6,3.1,98577,1,0,0,0,1,0
"2020-10-21",0,14.1,17.3,11.8,44,25,69.4,0.1,0.9,1.9,3.8,96566,1,0,0,0,1,0
"2020-10-22",0,13.5,18.2,8.4,82,36,66,5.4,49.1,2.8,5.7,92100,1,0,0,0,1,0
"2020-10-23",0,8.6,13.3,5.4,29,11,51.5,9.9,90.8,3,5.5,84672,1,0,0,0,1,0
"2020-10-24",0,8.7,14,3.2,28,12,47.6,9.9,90.8,2.5,5.9,77452,0,1,0,0,1,0
"2020-10-25",0,11.8,18.2,5.4,28,15,62.5,8.8,80.7,1.7,3.8,80497,0,1,0,0,1,0
"2020-10-26",2.3,12.9,19,8,53,28,71.6,9.2,85.2,1.6,4.4,92374,1,0,0,0,1,0
"2020-10-27",0,14,19.4,9,79,46,74.1,8.3,76.9,1.8,3.4,95411,1,0,0,0,1,0
"2020-10-28",0,13.8,18.2,8.6,46,22,52.1,9.2,85.2,2.5,4.8,95033,1,0,0,0,1,0
"2020-10-29",0,10.8,16.1,5.5,39,15,40.3,9,84.1,2,4.5,92267,1,0,0,0,1,0
"2020-10-30",0,11.9,19.6,5.8,47,21,42.9,9.7,90.7,1.5,3.2,97088,1,0,0,0,1,0
"2020-10-31",1.1,13.6,18.2,8.5,29,15,60.3,5.8,54.2,2.6,5,89444,0,1,0,0,1,0
"2020-11-01",13.6,13.7,15,11.6,41,23,84.3,0,0,2.3,4.5,32925,0,1,0,0,1,0
"2020-11-02",1.7,10.8,15.6,7.9,50,17,58.3,9.6,90.6,2.3,4.9,86705,1,0,0,0,1,0
"2020-11-03",0.5,5.1,8.6,2.7,24,9,47.5,9.2,86.8,3.5,8.4,69439,1,0,0,0,1,0
"2020-11-04",0,4.9,10.8,0.2,34,13,43.9,9.6,91.4,2.3,4.2,74159,1,0,0,0,1,0
"2020-11-05",0,9.6,15.9,3.4,41,17,61.5,8.4,80,1.8,3,85090,1,0,0,0,1,0
"2020-11-06",1,13.5,17.2,9.9,47,25,63.3,0.3,2.9,1.7,3.3,91815,1,0,0,0,1,0
"2020-11-07",0.1,14.6,18.1,12.2,89,38,68.8,7,67.3,2.7,4.9,84151,0,1,0,0,1,0
"2020-11-08",0,8.5,12.4,3.1,67,16,43.8,9.5,91.3,3.1,6.2,62244,0,1,0,0,1,0
"2020-11-09",0,5.5,8.9,0.7,28,9,40.9,6,58.3,1.8,4,73482,1,0,0,0,1,0
"2020-11-10",0,7.7,12.9,3.5,28,11,56.1,9.6,93.2,2.2,5,81965,1,0,0,0,1,0
"2020-11-11",0,9.3,16.5,3.5,43,22,53.5,9.6,93.2,1.6,2.6,86595,1,0,0,0,1,0
"2020-11-12",0,10.4,17.7,4.6,66,40,56.9,9.4,91.3,1.7,3.4,88193,1,0,0,0,1,0
"2020-11-13",0,12.2,17.6,8.5,73,44,71.5,5.5,53.9,1.6,3,90754,1,0,0,0,1,0
"2020-11-14",0,12.5,19.3,6.8,67,42,66.9,8,78.4,1.7,4,81553,0,1,0,0,1,0
"2020-11-15",0,11.1,14.9,8.2,72,48,75,6.8,66.7,1.7,3.7,69098,0,1,0,0,1,0
"2020-11-16",0,12.4,18.3,7.5,70,44,70.1,8.4,83.2,1.6,4.1,87583,1,0,0,0,1,0
"2020-11-17",0.1,15.9,20,11.7,62,40,67.5,1.3,12.9,2.3,4.5,81258,1,0,0,0,1,0
"2020-11-18",12.2,16.6,18.7,14.8,45,29,91.4,0,0,2.6,3.6,44452,1,0,0,0,1,0
"2020-11-19",86.9,13.6,19.1,6.9,19,11,90.5,0,0,4.2,7.3,34590,1,0,0,0,1,0
"2020-11-20",0,2.8,7,0.3,23,14,74.3,0,0,3.2,5.6,60332,1,0,0,0,1,0
"2020-11-21",0.2,6.5,12.8,-0.3,28,20,67.9,6.6,66,2.1,4.8,60290,0,1,0,0,1,0
"2020-11-22",4.8,5.6,9.1,1.5,28,20,80.5,0.4,4,2.5,5.7,34828,0,1,0,0,1,0
"2020-11-23",0,1.7,5.9,-1.5,27,17,61.4,9.2,92,2.3,4.9,58766,1,0,0,0,1,0
"2020-11-24",0,2.9,6.4,0.2,28,17,54.5,1.3,13.1,1.8,3.8,61865,1,0,0,0,1,0
"2020-11-25",0,4.6,9.5,0,38,24,64.1,4.6,46.5,1.5,3,64921,1,0,0,0,1,0
"2020-11-26",0,5.6,10.9,1.9,58,38,66.5,6.6,66.7,1.7,3.6,64297,1,0,0,0,1,0
"2020-11-27",0,4.1,7.7,0.6,45,30,61.6,5,50.5,2.7,5.3,58092,1,0,0,0,1,0
"2020-11-28",0,-0.1,2.8,-2.3,24,14,50,9,91.8,2.8,5.3,38492,0,1,0,0,1,0
"2020-11-29",1.9,-0.6,2.6,-3.6,26,16,59.6,1.5,15.3,2.2,4.5,32211,0,1,0,0,1,0
"2020-11-30",1.2,-0.2,4.3,-3.6,28,18,57.8,9.1,92.9,1.9,4.6,49925,1,0,0,0,1,0
"2020-12-01",0,1.1,6.7,-3.6,32,21,44.5,7.3,74.5,1.9,4,53885,1,0,0,0,0,1
"2020-12-02",0,2.4,6.1,0.5,34,20,41.4,3.4,34.7,1.8,3.9,55611,1,0,0,0,0,1
"2020-12-03",0,0.7,4.2,-2.3,26,17,47.1,9.1,93.8,2.7,4.9,51533,1,0,0,0,0,1
"2020-12-04",0,-0.6,4.4,-4.6,30,19,53.8,9,92.8,1.8,4.3,50915,1,0,0,0,0,1
"2020-12-05",0,2.1,6.6,-2.2,36,23,63.1,5.1,52.6,1.7,3.9,42953,0,1,0,0,0,1
"2020-12-06",0,4.5,9.1,1.2,45,33,66.9,6,61.9,1.8,4.3,40616,0,1,0,0,0,1
"2020-12-07",0,3.4,6.3,-0.7,56,41,57.5,7.4,76.3,2.6,5.6,49809,1,0,0,0,0,1
"2020-12-08",0,-0.5,4.1,-3.5,23,14,50,8.7,89.7,2,3.9,47614,1,0,0,0,0,1
"2020-12-09",0,1.5,6.2,-4.1,39,25,55.1,5.9,60.8,1.5,3,50476,1,0,0,0,0,1
"2020-12-10",0,5.8,9.3,3.2,63,44,69.9,1.1,11.5,1.7,3.5,53421,1,0,0,0,0,1
"2020-12-11",0,5.3,9.4,2.6,109,75,77.1,2.4,25,1.8,4.5,53536,1,0,0,0,0,1
"2020-12-12",0,2.3,6.1,-0.3,56,35,51.3,8.6,89.6,2.1,4.8,42146,0,1,0,0,0,1
"2020-12-13",2.9,-1.1,2,-6,36,25,74.9,1.1,11.5,2.9,6.1,14362,0,1,0,0,0,1
"2020-12-14",0,-7.7,-5,-9.7,23,12,49.1,8.9,92.7,3.4,5.3,28030,1,0,0,0,0,1
"2020-12-15",0,-8.3,-4.6,-11.1,19,11,43,9,93.8,2.8,5.2,28028,1,0,0,0,0,1
"2020-12-16",0,-8.3,-3.9,-11.2,22,13,43.9,9,93.8,2.6,4.6,27678,1,0,0,0,0,1
"2020-12-17",0,-4.9,0.8,-11.1,30,20,47,9,93.8,1.7,3.7,32315,1,0,0,0,0,1
"2020-12-18",0.2,-2.1,1.8,-6.4,36,24,57,5.5,57.3,3,5.4,30195,1,0,0,0,0,1
"2020-12-19",0,-5.1,-1.2,-9.6,27,14,45.1,9,93.8,2.4,5.1,24130,0,1,0,0,0,1
"2020-12-20",1.9,-3.7,1.1,-8.2,27,16,50.4,9.1,94.8,2,4.4,23442,0,1,0,0,0,1
"2020-12-21",1,-1,4.7,-6,42,29,64.1,8.8,91.7,1.6,3.7,37286,1,0,0,0,0,1
"2020-12-22",0,2,7.2,-2.5,56,39,67.6,5.2,54.2,2,4.7,42486,1,0,0,0,0,1
"2020-12-23",0,4.5,8.5,-0.4,72,51,76.6,1.7,17.7,2.3,5.1,42218,1,0,0,0,0,1
"2020-12-24",1,2.6,6.1,-2,67,39,61.5,7.9,82.3,2.9,6.5,41102,1,0,0,0,0,1
"2020-12-25",3.3,-0.8,3.5,-4.7,30,16,51.9,9,93.8,2.1,4.7,28600,1,0,0,0,0,1
"2020-12-26",0,2.2,8,-2.1,58,31,65.8,8.2,85.4,1.8,3.9,37137,0,1,0,0,0,1
"2020-12-27",0,5.8,10,1.4,70,42,62.9,5.9,61.5,1.8,2.8,37103,0,1,0,0,0,1
"2020-12-28",1.3,6.7,11.4,4.2,66,44,72.1,8,83.3,1.4,3.1,46912,1,0,0,0,0,1
"2020-12-29",0.2,0.1,4.3,-6.2,69,46,70.8,0,0,2.9,6.1,35747,1,0,0,0,0,1
"2020-12-30",0,-10.9,-6.2,-12.9,39,15,55.5,8.3,86.5,4.1,6.2,22488,1,0,0,0,0,1
"2020-12-31",0,-8.9,-5,-12.9,28,12,53.9,6,62.5,2.4,4.2,24535,1,0,0,0,0,1
