"date","precipitation","temp_mean","temp_highest","temp_lowest","PM10","PM2.5","humidity","sunshine_sum","sunshine_rate","wind_mean","wind_max","rental"
2018-09-29,1.8,20.2,27,14.6,14,9,55.5,10.8,90.8,1,2.4,63866
2018-09-30,2.2,17.6,21.6,14,19,10,52.5,10.4,87.4,2.3,5.5,55893
2018-10-01,0,15.4,19.7,13,16,9,55.1,7.9,66.9,2.9,6.1,51808
2018-10-02,1.4,15.9,22,10.3,22,13,61.4,10.8,91.5,1.6,4.1,57280
2018-10-03,1.1,17.3,24.2,11.2,24,14,58,10.6,90.6,1.3,4,64671
2018-10-04,3.1,19.3,25.6,13,21,12,56.5,8.9,76.1,1.3,2.4,59413
2018-10-05,36.5,16.9,19,15.7,11,6,84.1,0,0,1.7,3.2,7772
2018-10-06,55.5,18,21.7,16.3,5,3,84,3,25.9,2.2,5.3,32510
2018-10-07,1.7,16.4,21.1,12.3,23,10,53.5,10.5,90.5,1.7,3.6,57873
2018-10-08,2.2,14.8,20.9,9.2,20,8,47,10.5,90.5,1.1,2.7,57247
2018-10-09,0,15.3,19.8,10.7,23,12,52.5,2.3,20,1.1,2.7,61525
2018-10-10,7,12,16.7,7.9,18,11,61,6.5,56.5,2.5,4.7,44876
2018-10-11,2.1,9.7,13.9,6.1,17,9,51,9.3,81.6,2.1,5.6,44489
2018-10-12,1.9,10.9,17.4,5.2,22,13,54,10.1,88.6,1.3,3.2,48529
2018-10-13,2.5,12.5,19.8,6.1,29,18,54,10,87.7,1,2.9,49203
2018-10-14,2.4,13.2,20.3,6.8,30,20,60,9.9,87.6,1.5,3.1,49025
2018-10-15,1.3,15.2,21,10.9,49,32,69.9,6.8,60.2,1.4,3.5,49503
2018-10-16,2.4,14.5,20.3,9.9,42,23,55.9,8.2,73.2,1.3,3,51236
2018-10-17,1.8,12.4,18.6,8.4,33,17,53.3,10,89.3,1.3,3.6,49795
2018-10-18,2.4,12.7,19,7.5,14,8,59.5,8.1,72.3,1.1,2.7,49560
2018-10-19,1.6,13.1,20.4,7.2,19,10,54.3,9.9,89.2,1.4,3.8,52122
2018-10-20,2.5,13.4,21.4,6.9,36,19,53.9,9.7,87.4,1.2,3,49815
2018-10-21,2.8,13.4,21.1,7.2,32,20,49.5,9.6,87.3,1.1,2.9,48346
2018-10-22,3.3,14,20.6,8.8,42,28,50,7.6,69.1,1,2.6,49889
2018-10-23,5,12.2,16.9,9.8,50,30,75.1,5.3,48.2,1.1,5,40223
2018-10-24,2.1,12.5,18.7,7.6,39,17,66,9.6,88.1,1.3,3.4,50343
2018-10-25,4.7,13.8,21.2,7,36,19,55.5,8.7,79.8,0.9,1.6,52181
2018-10-26,11,12.2,14.7,9.9,32,17,74.1,2.4,22.2,1.6,5.4,24308
2018-10-27,2.7,8.7,11.6,6.2,24,6,49.6,8,74.1,3.2,5.8,33699
2018-10-28,5.5,8.3,13.5,5.2,13,7,77.1,2.8,25.9,1.5,5.9,20882
2018-10-29,0,7.2,11.7,3.4,16,8,57.3,6.5,60.7,2,5.3,36107
2018-10-30,0,6.1,11.6,0.7,21,10,51.3,9.1,85,1.6,3.5,37382
2018-10-31,0,7.4,12.6,3,20,12,55.4,9.3,86.9,1.6,4.1,39009
2018-11-01,1.7,8.4,15.2,2.5,31,18,53.4,9.2,86.8,1.3,3.6,41911
2018-11-02,2.9,10.6,19,4,39,24,54.9,9.2,86.8,1.1,2.5,44917
2018-11-03,2,11.2,19.1,5,47,30,56,9.1,85.8,1.3,4,40640
2018-11-04,2.4,11.6,19.4,5.3,40,27,55,9,85.7,1.3,3.4,39973
2018-11-05,2.7,11.9,18.3,6.6,53,33,65.5,7.9,75.2,1.1,2.3,43870
2018-11-06,2.4,12.2,17.5,8,89,61,70.5,4.1,39,0.9,2.6,39680
2018-11-07,2,12.8,15.7,10.3,56,38,79.5,0.5,4.8,1.1,2.8,29492
2018-11-08,64,11.8,14.7,10.5,9,5,93.8,0,0,1.8,5,2730
2018-11-09,1,12.1,15.4,9.5,38,20,69,6.5,62.5,3.1,5.6,34673
2018-11-10,0,11.9,17.1,8.8,69,39,69.1,8.1,78.6,1.4,3.3,34194
2018-11-11,0,8.1,10.9,5.4,64,37,67.6,1.4,13.6,1.1,3.7,23926
2018-11-12,1.9,8.1,15.1,3.1,27,14,52.3,8.9,86.4,1.2,3.3,38706
2018-11-13,2.1,8.8,15.4,4.1,39,23,51.6,8.8,86.3,1.1,3,40263
2018-11-14,2.2,9.8,16.6,4.8,31,19,55.5,8.7,85.3,1.1,3.1,41973
2018-11-15,2.7,9.7,16.2,4.7,45,30,55.4,7.8,76.5,1,2.4,39702
2018-11-16,0.1,8.8,14.5,4.2,55,36,65.1,5.2,51,1.7,4,37629
2018-11-17,1.1,4.9,11.4,0.6,31,18,50.8,5.2,51.5,1.4,3.7,28167
2018-11-18,0.5,6.1,10.7,1.9,56,21,48.8,2.4,23.8,1.1,3.1,26464
2018-11-19,0,6.5,11.3,3.3,56,29,50.4,5.8,57.4,1.4,4.4,34352
2018-11-20,0.2,6.5,12.7,0,40,17,39.9,8.8,88,1.8,4.2,34855
2018-11-21,1,5.8,8.2,3.1,30,15,57.1,0,0,1.2,4.5,28140
2018-11-22,1.8,2.3,7.1,-1.3,19,10,35,8.6,86,2.4,5.6,29239
2018-11-23,1.8,1.9,7.6,-3.1,23,11,29.6,8.6,86,1.4,3.7,28620
2018-11-24,10.9,2.6,3.8,0.3,23,12,71.1,1.6,16.2,1.8,3.3,11255
2018-11-25,3.9,4.8,9.8,1.3,44,31,77.8,6.9,69.7,1,1.9,19946
2018-11-26,3.1,6.3,13.6,1.6,57,38,70.1,8.6,86.9,1,1.9,30698
2018-11-27,4.1,7.1,12.5,3.1,108,48,65,1.1,11.1,1.5,3.7,28806
2018-11-28,2.9,5,11.1,2.1,110,19,27.1,6.8,69.4,1.6,3.7,29177
2018-11-29,0,3.5,6.7,0.6,70,20,41.4,0.2,2,1.3,3.3,28977
2018-11-30,0.4,2.7,8,-1.5,59,20,46.1,8.6,87.8,1.4,3.3,28557
2018-12-01,1.9,5.5,12.4,0.8,44,23,42.3,7.8,79.6,1,2.5,24622
2018-12-02,2.7,8.2,11.8,2.8,46,23,50.1,2.7,27.6,1.3,2.2,23035
2018-12-03,9.5,11.5,13.5,9.3,44,21,87.4,0,0,1.4,3.2,10638
2018-12-04,5,6.7,11.8,-0.3,33,15,74.9,2.1,21.6,2.7,5.6,20029
2018-12-05,1.6,0,3.4,-4.3,26,11,39.5,3.1,32,1.5,4,23535
2018-12-06,0,2.4,6.8,-1,36,16,50.5,6.2,63.9,2.3,5.7,23788
2018-12-07,2.3,-7.3,-1.1,-9.6,22,9,37.1,8.7,89.7,3.8,5.9,15148
2018-12-08,1.6,-8.3,-4.4,-11.4,23,9,37.1,8.7,89.7,2.6,5.5,9824
2018-12-09,2,-7.2,-2.1,-11.8,21,10,27,7.8,80.4,1.5,3.4,8749
2018-12-10,1.2,-2.5,4.6,-8.1,32,18,33.3,8,83.3,0.9,2.9,17987
2018-12-11,0,0.2,2.9,-2.4,41,25,44.8,0.1,1,1.2,3.9,20805
2018-12-12,0.3,-1.9,2.4,-5,45,23,39,8.7,90.6,2.2,4,19339
2018-12-13,1.3,-2.2,2.1,-5.9,39,23,57.4,4.8,50,2,5.8,11765
2018-12-14,0.8,-4.4,0.6,-7.8,32,17,44.3,8.7,90.6,1.7,3.5,14932
2018-12-15,1.4,-2.4,3.2,-7.8,56,37,46.8,8,83.3,1,2.1,12720
2018-12-16,0.3,0,2.1,-2.6,55,39,63.8,1.1,11.5,0.9,1.7,10783
2018-12-17,0.3,1.6,5.9,-1.5,72,45,60.1,8.3,86.5,1.8,4.3,17449
2018-12-18,0.4,2.6,7.4,-2.8,44,23,56.3,7.2,75,1.4,4.1,20917
2018-12-19,1,4,9.5,1.3,50,28,53.4,7.8,81.3,1.4,3.3,21970
2018-12-20,1.2,3.4,10.4,-1.1,55,37,45.5,7.5,78.1,0.9,2.4,22881
2018-12-21,0,5.6,9.8,0.4,69,44,40.1,3.2,33.3,1.1,2.6,23422
2018-12-22,0.8,6.9,12.4,2.9,81,56,48.9,7.8,81.3,1.5,3.6,17127
2018-12-23,0.6,2.4,7.5,-3.4,48,27,43,8.3,86.5,2.9,5.7,13601
2018-12-24,1.5,-2.3,3.1,-5.9,21,11,35.9,8.8,91.7,1.6,3.6,16579
2018-12-25,1.5,0.6,5.2,-4,35,20,53.4,3.1,32.3,1.2,2.7,12437
2018-12-26,0.5,-1.5,3,-7.1,49,26,40.8,8.3,86.5,2.8,4.5,17112
2018-12-27,2.4,-10.1,-6.5,-12.5,26,9,28.3,8.7,90.6,3.5,5.8,11325
2018-12-28,1.5,-10.5,-6.6,-14.4,33,13,33,8.7,90.6,2.5,4.4,10445
2018-12-29,1.5,-7.6,-3,-10.5,36,9,29,8.7,90.6,2.9,5.5,8083
2018-12-30,1.3,-6.8,-0.9,-11.3,30,15,35.9,8.7,90.6,1.2,3.1,7864
2018-12-31,0.6,-5.4,-0.5,-10.5,45,29,39.6,8.3,86.5,1.2,3.4,11911
2019-01-01,0.7,-5,-0.6,-8.2,35,22,49.5,7.5,78.1,2.1,4.3,8601
2019-01-02,0.7,-4.9,0.2,-8.8,31,19,42.8,8.7,90.6,1.7,3.6,14360
2019-01-03,0.9,-3.5,3.2,-8.4,36,21,38.8,8.7,89.7,1.4,2.9,16344
2019-01-04,0,-1.1,4.1,-6.2,56,36,55.5,3.9,40.2,1.2,3,17308
2019-01-05,0.2,-2.8,1.1,-5.5,62,37,40.3,8.6,88.7,2.2,4.3,12380
2019-01-06,0.5,-2.8,2.7,-6.3,44,19,35,7.7,79.4,1.2,3.2,11094
2019-01-07,0,-1.9,3.1,-6.2,50,30,46.4,7,72.2,1.4,4.7,16795
2019-01-08,0.7,-3.5,0.5,-7.2,39,17,31,8.7,89.7,2.6,6.5,15833
2019-01-09,0.5,-4.7,1.3,-9.4,44,19,28.8,7.4,76.3,1.3,3.5,15819
2019-01-10,0,-0.6,3,-4.5,54,29,48.8,3.1,31.6,1.3,3.8,17894
2019-01-11,0.6,2.4,7.2,-0.4,70,46,58.8,6.9,70.4,1,2.6,19271
2019-01-12,0,2.8,8,-0.6,93,64,47.6,6,61.2,1.3,3.5,14519
2019-01-13,2.3,1.2,7.6,-3,102,67,54.3,8.6,87.8,1.4,3.2,11751
2019-01-14,6.9,1.4,5.3,-2.4,158,112,68.6,0.4,4.1,0.9,2.5,14818
2019-01-15,0,-1.7,2.6,-7.2,130,79,58.8,4.7,47.5,2.7,6.1,14761
2019-01-16,0,-5.2,-1.1,-10.1,45,16,45.9,8.6,86.9,2.3,4.3,15823
2019-01-17,0,-0.3,4,-3.2,40,19,45.8,8.7,87.9,1.7,5,17960
2019-01-18,0.3,0.6,6.7,-4.6,49,29,44,8.5,85.9,1.3,4.5,18901
2019-01-19,0.3,3.6,8.5,0,90,58,59.8,2.9,29.3,1.2,3,14883
2019-01-20,0.5,-1.4,4,-5.5,62,30,38.5,8.8,88,3.2,5.5,11191
2019-01-21,0,-1.2,4.2,-6.7,42,20,57.8,1,10,1.6,4.3,17240
2019-01-22,1.2,1.7,7.1,-3.3,62,26,62,8.5,85,1.7,4.4,19885
2019-01-23,0.4,2,7,-0.8,71,42,48.9,8.6,86,2.3,5.1,19163
2019-01-24,0.8,0.1,6.5,-4.6,38,19,34.9,8.8,87.1,1.7,3.5,20057
2019-01-25,0.4,-1.2,2.6,-3.8,40,18,27.6,8.7,86.1,2.6,5.5,18159
2019-01-26,0.7,-2.5,2.4,-6.5,38,17,30.9,8.8,87.1,2.4,4.4,13203
2019-01-27,1,-0.1,5.1,-6.6,37,19,52.5,6.7,65.7,1.7,3.7,12440
2019-01-28,0,1.2,4.5,-2.4,75,21,40.4,8.7,85.3,3.1,6.8,17317
2019-01-29,0.1,-0.2,7,-5.6,61,19,35.5,8.7,85.3,1.5,3.7,19477
2019-01-30,0.1,1.8,6.6,-2.8,56,27,54.6,7.7,74.8,1.5,3.8,20677
2019-01-31,1.7,-2,2.3,-6.2,65,20,29,3.4,33,2.9,4.7,17649
2019-02-01,0.3,-2.1,2.8,-7.4,37,16,47.6,5.7,55.3,1.7,4.9,17696
2019-02-02,0,1.4,6.1,-3.2,54,31,60,1.6,15.5,1,1.8,13742
2019-02-03,16,3.3,4.9,2,37,24,92.9,0,0,1.7,4,2010
2019-02-04,0,-0.6,3,-3.3,70,34,40.4,8.6,82.7,2.1,4.9,8562
2019-02-05,0.9,2.8,10.1,-3.6,72,24,37.1,7.8,74.3,1,2.9,9119
2019-02-06,1.2,5.1,9.3,0.1,85,29,54.9,3.3,31.4,1.3,3.1,13694
2019-02-07,0.5,-2.1,6.3,-8.2,61,29,45.5,8.7,82.9,3.5,5.5,14533
2019-02-08,1.1,-6.1,-1.3,-10.2,29,15,31.5,8.4,79.2,2.3,4.7,14782
2019-02-09,1,-5.4,-1.9,-8.6,32,15,30,9.3,87.7,2.7,4.9,11760
2019-02-10,2.3,-5,-1.9,-9.1,39,20,31.3,2.2,20.8,1.7,3.6,9759
2019-02-11,0.5,-3,2,-7.5,35,20,34.9,9.4,87.9,2.3,4.9,16881
2019-02-12,0,-0.6,3.7,-4.1,53,33,35.5,8.5,79.4,1.9,4.3,18862
2019-02-13,0.8,-2.1,2.5,-5.7,34,18,26.6,9.2,86,2.4,5.1,18411
2019-02-14,1,-0.5,6.3,-5.9,43,21,24.3,9.2,85.2,1.4,3.2,19376
2019-02-15,2.2,-0.8,0.9,-2.9,36,24,72.8,0,0,1.9,4,9213
2019-02-16,0.2,-2.7,1.5,-5.1,56,44,59,8.8,80.7,2.6,4.6,12641
2019-02-17,1,-1.8,4.6,-6.8,32,22,47.4,9.8,89.9,1.9,4.2,13390
2019-02-18,1.3,0.9,5.9,-4.7,36,22,43.5,5.6,51.4,1.3,2.8,19916
2019-02-19,4.6,1.4,3,0.2,38,28,80.8,0.6,5.5,1.4,3.9,11689
2019-02-20,0,1.7,4.5,-0.1,52,42,67.8,2.2,20,2.1,4.1,19572
2019-02-21,1.9,2.4,9,-2.6,74,60,59.4,9.6,87.3,1.5,3.4,20995
2019-02-22,1.3,4,10.8,-1.6,65,49,56.1,9.5,85.6,1.5,3.7,21727
2019-02-23,2,6.8,14.5,0.5,46,32,41,9.1,82,1.1,2.9,23742
2019-02-24,1.7,6.3,13.7,1.2,52,39,45,10,89.3,1.8,4.9,21933
2019-02-25,0.6,4.7,10.2,1.3,78,57,55.8,8,71.4,2.3,4.8,23445
2019-02-26,0.9,5.2,12,-1.5,47,25,32.8,9.5,84.8,1.6,4.9,28010
2019-02-27,0.9,7.8,14,4.7,59,39,31.3,7.8,69,1.6,4.3,28652
2019-02-28,0.2,6.6,12.8,2,76,50,39.5,8.1,71.7,2,4.7,27431
2019-03-01,3.3,6.6,13,1.2,105,74,42.3,9.9,87.6,2.1,4.4,21751
2019-03-02,2.7,7.8,14.7,1.3,103,74,37.6,7.5,65.8,1.1,3.3,22503
2019-03-03,1.8,9.4,16.1,2.5,89,64,36.4,7.9,69.3,1.5,3.3,24382
2019-03-04,5.8,9.9,16.3,5,138,97,46.1,9.2,80,1.9,4.7,26887
2019-03-05,7.7,8.4,12.9,5.6,171,124,66.3,2.5,21.7,2,3.9,24042
2019-03-06,3,8.4,12.4,5.7,128,89,55,3,26.1,2,4.3,25379
2019-03-07,1.6,7,12.7,3.1,50,36,51.1,10.1,87.1,2.2,5.1,31156
2019-03-08,1.3,6.1,13.4,0.6,44,25,39.4,10.7,92.2,1.9,4.2,33073
2019-03-09,1.7,7.2,14.9,-0.4,45,25,31.8,9.7,82.9,1.3,3,32421
2019-03-10,5.1,10.1,15.3,6.7,38,18,26.4,0.3,2.6,1.2,2.9,31050
2019-03-11,0,6.6,10,3.5,49,32,61,3.6,30.5,1.8,4.3,28539
2019-03-12,0,3.9,7.9,-0.3,40,25,55.1,1.8,15.3,2.7,6,25537
2019-03-13,0,3.5,8.5,-0.4,36,16,38.5,10.1,85.6,3.3,7.2,28653
2019-03-14,0,5,10,-1.7,36,17,45.3,7,58.8,1.9,3.8,30997
2019-03-15,3.5,5.5,11.3,1.6,62,34,72.8,2.8,23.5,1.6,5.4,20481
2019-03-16,0,4.3,9.2,0.2,48,32,69.9,5,41.7,1.8,5.1,26057
2019-03-17,1.4,6.3,12.4,2.6,44,29,55.4,9.9,82.5,2,4.4,35622
2019-03-18,1.4,7.1,14.4,1.4,35,21,43.8,8.7,72.5,1.4,4.7,36313
2019-03-19,1.2,10,16.7,3.4,58,34,52,8.3,68.6,1.4,3.3,39908
2019-03-20,16.5,10.3,14.6,7.1,87,63,79,0,0,1.4,3.9,16204
2019-03-21,3.3,7.1,11.1,1.9,29,21,77.4,3.9,32,2.9,5.5,26455
2019-03-22,1.6,3.3,8.3,-0.7,35,19,40.9,11.1,91,2.8,5,32363
2019-03-23,1.7,3.3,8.2,-0.4,22,14,46.9,7.9,64.8,2.4,6.3,21696
2019-03-24,2.1,4.3,9.7,-0.8,28,13,45.4,11.3,91.9,2.3,4.9,31622
2019-03-25,0,7.3,11.5,2.9,41,23,56.1,1.7,13.8,2,5.1,34226
2019-03-26,1.6,11.4,17.6,7.4,52,30,51.1,9.9,79.8,2,4.7,42644
2019-03-27,4.9,11.6,16.2,8.9,78,47,66.4,3.4,27.4,3,6.4,35832
2019-03-28,1.2,9.4,14.6,5.6,78,46,49.9,9.9,79.8,2.6,4.8,38806
2019-03-29,1.5,9.2,15.1,5.5,35,17,33.1,10.5,84,2.1,4.7,43893
2019-03-30,1.8,5.2,8.4,3.5,33,20,72,3,24,2.9,6.3,14001
2019-03-31,0,4.4,8.4,2.6,39,24,46,3.2,25.4,3.2,5.5,22326
2019-04-01,2.3,5.5,11.3,0.3,23,12,39.8,11.7,92.9,2.5,5.8,37660
2019-04-02,2,6.7,13,1.3,30,16,36.9,11.7,92.9,2.2,6.1,42029
2019-04-03,1.6,7.6,13.6,1.9,34,20,36.1,11.7,92.1,2.3,5,43257
2019-04-04,2.4,9.2,15.7,3,32,17,43,11.7,92.1,2.5,5,45681
2019-04-05,0,11.4,17.2,7,65,19,41,9.3,72.7,2.9,5.4,45643
2019-04-06,0.8,9.3,12.2,5.9,51,16,39.9,0.5,3.9,1.1,2.8,25902
2019-04-07,1.6,12.6,20.3,5.6,31,13,43.1,11.4,89.1,1.7,4.8,55943
2019-04-08,1.5,11.6,17.2,7.6,32,11,25.6,10.9,84.5,2.5,5.2,52643
2019-04-09,17.4,9.2,13.9,4.7,23,10,49.1,0.8,6.2,2.4,4.4,24734
2019-04-10,5.6,7.1,10.2,4.7,6,3,78.4,1.1,8.5,1.8,3.1,26421
2019-04-11,1.5,9.5,15.7,4.3,21,12,58,9.8,75.4,1.9,4.7,51013
2019-04-12,2.1,11.4,18.4,5.5,45,25,48.5,11.4,87.7,2.2,5.1,55125
2019-04-13,1.5,11.8,17.9,6.2,44,29,34,10.8,82.4,1.8,5,57020
2019-04-14,1.7,9.6,13.6,6.9,32,18,45.5,5,38.2,2.2,7.3,28467
2019-04-15,1.2,11.6,18.1,3.9,45,15,30.9,12.1,91.7,1.8,4.7,55422
2019-04-16,1.9,14.9,22.6,6.8,41,20,26.3,11.5,87.1,1.6,4.1,60566
2019-04-17,1.5,15.3,21.8,9.1,34,17,37.5,12.2,92.4,1.9,4.9,62522
2019-04-18,0,12.6,16.2,10.4,31,16,74.4,1.5,11.3,2,5.3,50439
2019-04-19,2.2,13.8,19.7,9.6,35,16,57.5,5.9,44.4,1.6,3.2,60925
2019-04-20,1.2,14.3,19.1,9.7,38,19,66.9,5,37.6,1.9,4.5,51068
2019-04-21,0.3,14.8,20.2,12.2,25,17,77.8,4.1,30.6,1.9,4.2,53339
2019-04-22,2.2,19.3,28.2,10.7,72,27,50.6,11.1,82.8,1.4,4.2,63995
2019-04-23,0,20.4,25.5,15.3,79,34,52,4.2,31.3,1.3,3.8,58811
2019-04-24,4.1,19.5,25.9,15.8,50,30,70.4,8,59.3,1.6,4.5,55815
2019-04-25,11.3,13.2,17.2,9.4,37,15,75.9,0,0,2,3.6,22471
2019-04-26,4.9,8.4,9.9,6.2,8,4,82.1,0,0,1.5,3.5,26484
2019-04-27,1.8,11.6,18.2,4.1,16,9,52.6,10.3,75.7,1.7,3.6,65124
2019-04-28,0,12.9,16.6,9.9,18,11,48.8,3.4,25,1.6,3.7,56012
2019-04-29,4.1,13,17.3,8.3,20,12,52.9,3.3,24.1,0.9,2,63256
2019-04-30,1.4,15.5,22.5,9,31,17,52.8,11.2,81.8,1.6,4.2,70213
2019-05-01,1.8,16.4,22.2,11.2,49,20,48.9,10.9,79.6,2.3,4.8,76439
2019-05-02,1.8,17.1,25.3,10.6,49,13,28.5,12.7,92,2.3,5.1,72430
2019-05-03,1.8,17.9,26.1,10.1,52,22,37.5,12.4,89.9,1.6,4.4,73647
2019-05-04,2.1,19.5,27.4,12,78,44,40.4,10.7,77.5,1.7,4.1,66392
2019-05-05,2.1,19.2,26.5,13.6,57,35,35.8,11.1,79.9,2.2,5.3,66911
2019-05-06,0,14.5,19.8,9.8,29,9,27.1,12.8,92.1,3.1,5.3,74806
2019-05-07,1.6,15,21.9,8.4,42,14,33.4,12.9,92.8,2.3,5,70506
2019-05-08,2.1,15.6,21.3,10.1,44,18,48.3,12.2,87.1,2.3,5.1,70426
2019-05-09,1.8,16.6,22.9,11.7,43,19,43.3,12.1,86.4,2.2,4.5,71707
2019-05-10,2.2,17.8,26.8,10.3,52,27,48,12.3,87.9,1.9,4.1,74960
2019-05-11,2.3,20.3,28.3,13.2,55,29,39,12.7,90.1,1.8,3.9,76110
2019-05-12,3.1,21.6,28.9,14.7,47,29,36,12,85.1,1.5,3.1,73318
2019-05-13,0,18.7,22.8,15.5,48,29,43.4,1,7.1,1.6,4.9,68389
2019-05-14,1.9,19.6,26.9,12.9,36,25,44.5,13,91.5,1.6,4.1,78385
2019-05-15,1.9,20.7,28,14.8,56,34,48.1,8.4,59.2,1.7,3.9,76969
2019-05-16,2.2,23.5,30,16.7,55,32,43.8,12.5,88,1.5,4.1,75399
2019-05-17,3.9,23.6,28.3,17.6,45,29,44.9,4.2,29.6,1.2,3.2,79158
2019-05-18,0,22.8,25.9,19.1,24,13,46.8,4.3,30.1,2.1,4.8,79583
2019-05-19,22,19.4,21.6,17.9,14,7,93,0,0,1.2,2.7,12749
2019-05-20,8.7,16.4,20.2,13,37,9,63.6,10.5,73.4,3.4,6.1,72066
2019-05-21,4.2,17.2,23.8,11.7,45,14,52,13.1,91.6,2.9,5.9,80599
2019-05-22,2.4,19.5,26.5,12.3,50,22,46,12.6,87.5,2.4,5.4,80735
2019-05-23,2.7,22.1,29.2,15,60,34,45,13.2,91.7,1.7,3.5,78504
2019-05-24,2.8,24.2,33.4,16.2,67,41,46.4,12.7,88.2,1.7,4.1,77190
2019-05-25,1.5,23.4,28.6,18.4,68,43,45.6,7.1,49.3,1.6,4.2,75791
2019-05-26,1.7,24.5,31.1,18.6,33,20,39,11,75.9,1.8,4.5,74327
2019-05-27,7.1,17.8,22.3,14.3,21,13,80.9,0,0,2.4,5.3,30670
2019-05-28,2.3,18.1,24.6,11.9,22,7,45.9,13,89.7,2.6,4.9,83654
2019-05-29,1.7,20.3,26.5,13.3,39,17,48.4,13.3,91.7,2,4.9,83496
2019-05-30,0,19.6,24.5,14.6,43,20,48,7,48.3,2.4,5.4,73814
2019-05-31,2.2,19.1,23.3,16.1,18,9,49.6,12.3,84.2,2.8,5.4,83765
2019-06-01,1.3,18.9,23.7,14.8,29,19,60.5,9.4,64.4,1.9,4.2,79878
2019-06-02,1.3,21.1,27.8,14.1,31,18,42.1,13,89,1.7,4.6,77091
2019-06-03,1.2,23.1,29.5,16,34,18,42.9,12.3,84.2,1.8,5,82911
2019-06-04,1.5,22.6,29,17.6,26,16,56.4,12.8,87.7,2.2,4.4,83576
2019-06-05,1.3,23,29.6,17.8,40,23,63.8,8.9,61,1.8,4.3,81515
2019-06-06,7.5,21.2,25.1,18.6,48,27,75.9,0,0,1.2,4.1,36945
2019-06-07,35.3,20,24.7,17,11,6,77.3,3.7,25.2,1.9,3.5,54701
2019-06-08,1.2,21.9,27.6,16,20,12,57.5,9.3,63.3,1.4,4,83736
2019-06-09,2.5,21.6,26.5,17.1,28,20,66.1,4.2,28.6,1.8,4,60371
2019-06-10,9.5,18.4,21.9,15.7,10,5,70.3,0.6,4.1,1.6,2.4,63032
2019-06-11,1.6,20.5,26.1,15.5,11,5,51.1,10.7,72.8,1.4,3,85776
2019-06-12,0.9,21.5,26.4,16.1,25,13,57.1,13,88.4,1.8,4.6,83506
2019-06-13,1,23,28.8,16.6,24,15,51.9,12.3,83.7,1.7,4,81540
2019-06-14,1,23,28.4,19.1,25,18,54.8,6.1,41.2,1.8,4.2,85533
2019-06-15,2.1,21.9,27.4,17.9,29,17,61.5,12.2,82.4,2.4,5.3,71883
2019-06-16,0.3,22,27.2,16.1,12,8,55.4,11.1,75,1.6,4.7,81803
2019-06-17,0,21.7,26.2,18.1,20,12,59.1,12.7,85.8,2.3,4.1,86987
2019-06-18,13.8,20.8,24.8,17,25,16,78.6,2,13.5,1.5,4,42393
2019-06-19,0.2,21.4,25.4,18.9,27,19,77.8,0.9,6.1,1.9,4.1,79958
2019-06-20,1.2,22.7,27.8,19.8,24,16,70.6,6.9,46.6,1.9,4.2,88226
2019-06-21,0.2,22.1,26.1,19.4,24,15,72.9,3.4,23,1.7,3.7,81089
2019-06-22,1.7,24.2,30.6,17.7,11,6,42.3,13,87.8,1.5,2.9,85728
2019-06-23,1.1,25,31,19.1,11,6,40.4,12.9,87.2,1.8,4.4,79269
2019-06-24,1.3,25.2,30.9,20.9,20,12,46.9,13.6,91.9,2,4.1,88432
2019-06-25,1.3,25.6,32.8,19.5,29,18,49.1,13.4,90.5,1.6,4.2,88096
2019-06-26,0,25.5,29.5,20.7,31,20,52.6,1.1,7.4,1.3,3.1,81274
2019-06-27,1.4,25.5,31.2,21.9,18,12,70.5,3.9,26.4,1.4,3.5,79234
2019-06-28,0,24.7,29,22.3,40,28,67.3,2.4,16.2,1.7,3.8,77056
2019-06-29,1.5,23.1,27.7,19.6,22,15,72,4.1,27.7,1.2,3.2,67346
