"date","precipitation","temp_mean","temp_highest","temp_lowest","PM10","PM2.5","humidity","sunshine_sum","sunshine_rate","wind_mean","wind_max","rental"
2019-06-30,0,23.9,28.5,20.9,31,22,73.5,5.2,35.4,2.3,4.5,74994
2019-07-01,1,23.9,28.9,20.6,31,21,64.4,10.9,74.1,2.3,5.2,92814
2019-07-02,1.8,24.4,30.1,20.8,28,19,63.5,11.9,81,2.3,4.3,94783
2019-07-03,0,24.1,27.4,21.2,29,20,64.6,3.3,22.4,1.7,3.8,94773
2019-07-04,1.2,25.4,32.8,20,28,17,59.6,12.7,86.4,1.9,4.5,90397
2019-07-05,0,27.6,35,20.2,32,20,42.1,11.8,80.3,1.5,4.3,83994
2019-07-06,2.6,29.7,36.1,24.6,29,21,40.9,11.8,80.3,1.7,3.9,70246
2019-07-07,3.6,26.7,32.5,22.7,19,12,43.3,9.8,66.7,2.2,3.3,75116
2019-07-08,3,25.1,31,21.2,10,5,46.6,9.3,63.7,2,3.3,93609
2019-07-09,3.6,25,30,19.7,10,6,46.4,7.7,52.7,1.8,3.1,95859
2019-07-10,8.5,22.7,27.3,19.3,10,6,64.1,3.1,21.2,2,3.3,43842
2019-07-11,2.9,21.9,25.9,19.5,8,4,76.9,0,0,1.3,2.8,65003
2019-07-12,1.5,23.6,28.7,20,14,8,65.5,7,47.9,2,4.4,94473
2019-07-13,0,24.9,29.7,22.1,30,22,67.3,4.1,28.1,1.7,3.9,81067
2019-07-14,1.8,25.9,31.6,21.2,38,29,64.6,7.8,53.8,1.6,3.8,74259
2019-07-15,7.7,23.8,27.4,22.1,33,23,80,0.1,0.7,1.1,3,57917
2019-07-16,6.3,24.7,28.8,21.4,25,19,79,4,27.6,1.3,3.4,82285
2019-07-17,0.7,25.6,29.2,22.3,57,41,73.9,1,6.9,1.2,2.9,84261
2019-07-18,2.3,26.9,32.1,23.3,64,48,65,3.2,22.1,1.2,3.2,81613
2019-07-19,0,28.6,35,22.8,34,17,61.3,9.8,68.1,1.5,4.6,77449
2019-07-20,1.1,28,31.9,25.1,9,5,66.9,1.2,8.3,2.1,3.6,56648
2019-07-21,6.2,25.1,27,24.2,15,10,87.1,0.6,4.2,2.2,4.4,46130
2019-07-22,0.1,26.7,31,24.2,43,32,74.6,6.1,42.4,2.2,3.6,82781
2019-07-23,0.1,28.1,32.9,24.4,26,17,70.8,4,27.8,1.7,3.6,83206
2019-07-24,1,26.5,27.2,25.2,24,16,82.3,0,0,1.6,3.4,59020
2019-07-25,9.7,26.3,27.4,25.6,25,17,90.1,0,0,1.2,3.4,34778
2019-07-26,60,25.1,25.9,23.7,18,13,95.3,0,0,1.7,4.5,22789
2019-07-27,0.6,28.4,33.4,24.9,20,12,76.6,4.7,32.9,1.3,3.9,50955
2019-07-28,25.6,26.1,28.2,25,15,9,88.3,0,0,2.2,4.8,23342
2019-07-29,0.5,27.5,30,25.6,14,12,74.5,2.6,18.3,2.6,5,74046
2019-07-30,1.2,28.1,30.8,26.3,19,12,75.3,1.6,11.3,3.4,5.9,69757
2019-07-31,62.3,25.8,27.5,24,17,12,91.1,0,0,2.2,5.3,26874
2019-08-01,26.9,26.3,30.1,23.5,14,9,86.4,4.9,34.8,1.7,4.6,59803
2019-08-02,4.7,28.4,33.1,24.7,19,13,74.6,8.3,58.9,1.2,3,67510
2019-08-03,3,29.4,36,25.6,21,15,69,10.6,75.7,1.3,4.5,49047
2019-08-04,8.6,28.3,34.4,25,27,20,75.9,8.6,61.4,1.2,3.3,46477
2019-08-05,3.4,30.5,35.9,25.6,37,31,65.5,11.2,80,1.1,3.2,65085
2019-08-06,3.8,31.6,36.8,27.9,27,23,51.4,9.9,71.2,1.5,2.8,66703
2019-08-07,8,26.9,30.3,23.9,20,13,78.1,1.9,13.7,1.2,2.8,50804
2019-08-08,0,28.9,32.7,25.9,40,33,71.4,7.5,54,1.6,3.6,69748
2019-08-09,2.2,29.8,34.6,26,27,20,69,10.8,77.7,1.3,4.1,67491
2019-08-10,2.6,31.5,36.5,26.6,20,13,57.9,11.6,84.1,1.5,3.4,54162
2019-08-11,6.7,30.4,35.7,26.3,17,12,53.6,9.8,71,2.5,4.1,43351
2019-08-12,56.2,26.6,28.5,24.8,19,14,91.8,0.3,2.2,1.3,2.3,24386
2019-08-13,6.4,29.2,35.3,25.1,22,15,76.9,7.3,53.3,1.5,4.7,63749
2019-08-14,3.1,30.4,35.7,25.9,17,11,63.9,9.2,67.2,1.5,3.1,65452
2019-08-15,16.2,25.9,28.6,23.9,9,5,82,0.1,0.7,1.3,2.7,32229
2019-08-16,0.1,25.9,29.5,23,16,10,74.5,7.5,55.1,2.2,5,71161
2019-08-17,0,25.9,28.8,23.4,31,21,69.5,8.1,59.6,2.5,4.6,72259
2019-08-18,2.4,25.6,30.7,22.6,21,15,66.5,10.7,79.3,1.7,3.2,72588
2019-08-19,2.9,26.3,31.3,21.2,23,17,60.6,11.1,82.2,1.1,2.7,81832
2019-08-20,2.6,28.2,32.8,23.2,28,22,56.3,10.5,77.8,1.5,3.2,82116
2019-08-21,1.3,27,30.4,24.4,29,23,67.3,3.2,23.9,1.2,3.2,56957
2019-08-22,1.5,26.9,31.4,23,39,30,66.5,10.7,79.9,1.7,4.4,82232
2019-08-23,1.1,26.2,30.5,22.7,31,20,58.4,12,89.6,2.1,4.4,86624
2019-08-24,0,24.1,27.3,21.5,22,12,60.9,3,22.6,1.5,3.5,85630
2019-08-25,1.6,25,29.9,20.2,20,14,66.6,9.9,74.4,1.5,4,81028
2019-08-26,1.9,26.4,32.1,21.5,25,17,63.8,9.2,69.7,1.2,4,87770
2019-08-27,20,25.7,29.3,22.2,25,19,71.1,5.6,42.4,1,2.5,83107
2019-08-28,0,26.1,30.2,23.6,29,21,66.2,0,0,1.9,4.3,88718
2019-08-29,36.9,23.4,26.4,20.1,26,21,77.1,4.9,37.4,2.2,7.5,65708
2019-08-30,0.2,22.6,27,19.5,20,11,66.3,8.8,67.2,2.4,5,86733
2019-08-31,1.2,23.5,28.9,18.5,19,11,65,12.1,92.4,1.9,4.7,90724
2019-09-01,3.3,23.7,27.8,19.2,19,13,64,6.9,53.1,1.4,2.9,89191
2019-09-02,2.6,24.4,29.7,19.4,25,16,56.6,7.4,56.9,1.6,3.5,92510
2019-09-03,0,24.1,28,22,23,15,67.6,2.9,22.5,2.3,3.8,74801
2019-09-04,22.7,22.8,25.5,21.2,6,3,89,1.1,8.5,2.5,4.5,27168
2019-09-05,36.4,23,27.6,21.5,9,6,91.4,1.5,11.6,2,5,33929
2019-09-06,2.4,25.3,29.1,21.6,13,8,79.8,0.4,3.1,2.1,3.4,16631
2019-09-08,0,24.7,27.3,22.9,25,16,76.9,1.4,11,1.9,4.8,52055
2019-09-09,0,25.1,28,22.4,35,26,74.3,2,15.7,1.7,3.6,68370
2019-09-10,63.2,23.8,26.5,22.1,13,9,93.4,1,7.9,2.4,4,18265
2019-09-11,7.6,24.3,28.7,20.4,6,4,71.4,6.9,54.8,3.1,4.7,75328
2019-09-12,3.9,21,22.9,18.7,15,5,72.3,0,0,2.6,4.8,32059
2019-09-13,0.1,23.3,29.3,18.3,16,6,60.4,10.9,87.2,1.7,3.5,57065
2019-09-14,0.3,22.4,24.1,20.8,20,11,80,0.2,1.6,1.2,2.9,48756
2019-09-15,1.8,24.2,30,19.5,16,10,70.4,10.6,84.8,1.7,4.1,82678
2019-09-16,1,24.5,30.5,20.7,14,7,53,9.4,75.8,2.1,4.5,89807
2019-09-17,1.2,23.5,29,18,16,9,41.6,10.6,85.5,2.1,4.4,92153
2019-09-18,2.2,21,25.4,16,29,13,46,11.7,94.4,3.1,4.9,92045
2019-09-19,1,19.5,26,13.6,27,11,46.5,10.2,82.9,1.9,4.3,91554
2019-09-20,0.9,19.6,24.2,15.8,23,10,52.8,1.3,10.6,2.1,3.5,94246
2019-09-21,0,19.6,22.1,18.3,17,9,60.3,0,0,2,3.7,86676
2019-09-22,0.4,18.6,19.6,17.3,5,4,63.4,0,0,3.8,6.4,41173
2019-09-23,0.7,20,24.6,16.9,12,6,51.1,9,73.8,2.2,5,92006
2019-09-24,1.9,19.8,26.5,13.9,22,13,61.3,11.4,94.2,1.8,3.5,93546
2019-09-25,3.7,20.9,27.4,14.8,27,17,64.4,8.8,72.7,1.4,3,92665
2019-09-26,3.1,22.9,29,17.7,26,17,59.3,8.1,67.5,1.9,3.3,92247
2019-09-27,1.8,22.9,27,19.6,21,13,57.5,3.5,29.2,1.9,3.1,93345
2019-09-28,2.6,23.7,29.2,19.4,28,20,58.9,10.1,84.2,1.7,3.3,89550
2019-09-29,2.1,22.6,28.6,17.9,35,27,60.6,11.1,93.3,1.7,4,86133
2019-09-30,3,22.4,29.9,16.4,45,33,61,10.5,88.2,1.6,3.4,88270
2019-10-01,1.6,23.1,28.2,17.6,45,34,67.1,7.5,63.6,1.8,4.4,88575
2019-10-02,23.1,21.6,24.2,20,24,18,88,0,0,3,5.5,27368
2019-10-03,4.6,22.4,27.3,19.8,8,4,73.4,6,50.8,2.8,4.9,75438
2019-10-04,2.7,22.4,27.8,18,23,16,71.5,9.9,84.6,2.1,3.9,94912
2019-10-05,0.6,18.7,21.9,14.7,40,25,72.6,2.3,19.7,2.9,4.6,83020
2019-10-06,2.7,18.1,22.7,13.2,11,5,53.4,9.4,81,2.9,4.8,82855
2019-10-07,25.4,14.8,17.9,13.3,11,7,92,0,0,1.8,3.6,21875
2019-10-08,2.2,14.7,19.8,10.6,21,11,58.8,10.3,88.8,2.6,6.2,81524
2019-10-09,1.1,13.6,20.4,7.7,22,10,48.3,10.6,92.2,1.7,3.8,85638
2019-10-10,0.9,15.2,19.8,10.7,28,16,60.9,1.1,9.6,1.3,2.8,81742
2019-10-11,1.6,18.8,26.1,13,33,21,60,10.3,90.4,1.9,4.9,92155
2019-10-12,2.1,17.9,23.3,13.3,23,12,49.3,10.5,92.1,3.5,6.7,84843
2019-10-13,0.9,17.2,23.8,12.1,18,9,52.6,10.6,93,1.9,4.1,84368
2019-10-14,1.6,14.4,19.6,9.5,30,18,56.9,10.1,89.4,2.5,5.1,79509
2019-10-15,0.9,14.5,20.4,8.8,17,9,55.6,7.7,68.1,1.6,4.3,85516
2019-10-16,1.7,14.6,20.8,9,24,15,58.3,9.8,87.5,1.6,3.6,84549
2019-10-17,2.7,15.4,21.6,11.2,28,18,56,7.4,66.1,1.7,3.5,85596
2019-10-18,2.1,17,22.7,12,17,11,58.3,8,71.4,2.4,4.3,89551
2019-10-19,1.7,17,23.1,12.1,20,11,63.8,10.2,91.9,1.8,3.7,87553
2019-10-20,3.5,16.5,22.9,12,33,21,70.3,9.3,83.8,1.3,3,79300
2019-10-21,4.8,17.1,24.6,10.9,39,26,61,9.6,86.5,1,2.4,84488
2019-10-22,3.1,18.1,24.4,13.3,39,26,56.1,9.1,82.7,1.6,3.3,88478
2019-10-23,0,17,20.7,14.3,22,15,57.3,0.7,6.4,2.4,4.4,87991
2019-10-24,0.5,18.3,23.8,15.3,28,18,47.6,6.6,60.6,2.7,5.1,89520
2019-10-25,0,16.7,22,13.1,23,11,58,7.1,65.1,2.4,5.6,84617
2019-10-26,1.3,10,14.9,6.6,22,14,60,8.7,79.8,2.5,5.2,67578
2019-10-27,1.1,11,17.4,4.7,23,14,59,9.8,90.7,1.6,4.2,65774
2019-10-28,1.7,12.9,17.7,7.4,30,20,65.9,7.3,67.6,2.5,4.7,67175
2019-10-29,0.1,12.5,17.6,8.2,65,15,61,9,83.3,2.3,5.2,71135
2019-10-30,1.2,11.2,17.7,5,25,12,60.3,9.6,89.7,1.6,3.8,76898
2019-10-31,2,14.8,19.7,8.4,66,23,73.8,8,74.8,2.3,5.2,76860
2019-11-01,2.3,14.9,20.5,11.4,100,36,57.9,9.5,88.8,1.8,3.9,77604
2019-11-02,1.9,13.6,18.7,8.3,66,35,57.3,3.3,31.1,1.5,2.9,68223
2019-11-03,1.2,14.7,22.1,9.4,53,33,57.8,7.8,73.6,2.1,4.7,67452
2019-11-04,1.9,13.8,20.3,9.2,14,7,57.8,9.7,91.5,2.1,3.7,78874
2019-11-05,1.5,12.4,18.4,8.4,32,20,65.1,8,76.2,1.6,3.8,78675
2019-11-06,0.6,11,16.5,6.3,48,32,63.6,7.5,71.4,1.8,4.4,74812
2019-11-07,0.8,9.2,13.6,5,44,24,42.8,9.5,91.3,2.7,5.3,68315
2019-11-08,0.6,6.8,13,1.1,44,18,31.4,9.7,93.3,1.9,4.4,65110
2019-11-09,1.1,9.5,17.2,3.5,41,22,41.4,9.7,93.3,1.6,4.2,60693
2019-11-10,11.8,10,15.3,6.2,39,26,59.6,3.3,32,2.1,3.8,40503
2019-11-11,1.1,11.2,15.1,7.9,23,14,71.6,7.2,69.9,2.4,4.8,58957
2019-11-12,2.3,9.3,14.5,4.8,38,23,63.6,5.7,55.3,1.4,2.7,68210
2019-11-13,7.5,7.2,11.3,3,34,20,72.3,0,0,2.8,6,39198
2019-11-14,1.8,1.3,5,-2.5,19,6,30.6,9.7,95.1,2.9,5.8,45095
2019-11-15,18.8,5.6,7.6,1.4,22,13,87.4,0.1,1,2,3.5,15069
2019-11-16,2.4,6.8,12.7,3.8,31,21,81.3,5.6,54.9,1.6,3,45493
2019-11-17,21.1,8.3,10.5,5.6,26,16,79.4,0,0,3.1,6.4,11303
2019-11-18,14.7,4.6,12.7,0.4,71,12,59.8,8,79.2,3.9,7,37496
2019-11-19,0,0.2,4,-3.5,28,9,48,9.4,93.1,2.8,5.8,40356
2019-11-20,1.4,0.5,6.3,-4.6,20,11,35.5,9.4,93.1,1.8,4.6,42026
2019-11-21,1.7,4.2,9,-2.3,34,19,37.4,5.7,57,1.9,4.2,47091
2019-11-22,1.1,9.7,17.3,3,40,21,34.1,9,90,2.1,4.8,56700
2019-11-23,2.4,12.1,17.7,7.7,33,19,52,8,80,1.8,3.6,54283
2019-11-24,3.8,9.8,15.6,4.6,32,20,74.6,1.8,18.2,2.2,6,24304
2019-11-25,0,1.9,6,-1.2,24,15,62.1,5.8,58.6,2.7,5.9,42677
2019-11-26,1,6.6,13.7,1.2,25,17,64,7.9,79.8,2,4.5,52464
2019-11-27,1.1,3.1,6.8,0.3,33,21,50.8,8.3,83.8,2.7,4.6,46248
2019-11-28,1,3.5,10.4,-0.6,33,20,52.4,9,91.8,2,4.3,46983
2019-11-29,0.9,1.5,6.9,-3.4,43,30,42.8,9.3,94.9,2,4,44689
2019-11-30,1.7,4.1,9.3,-1.4,44,34,42.6,5.3,54.1,1.7,3.4,38366
2019-12-01,3.3,4.6,6.2,2.3,38,30,79.4,0,0,1.6,4.1,9680
2019-12-02,1.3,-0.1,2.8,-3.2,21,15,48,8.8,89.8,3.1,6.2,34397
2019-12-03,0.6,0.5,4.2,-5,26,17,61.3,3.1,31.6,1.6,3.6,33580
2019-12-04,0,2,7.2,-2,27,18,41.6,8.7,89.7,1.8,4.4,38576
2019-12-05,1.8,-4.4,-0.2,-8.5,19,13,31.9,9.2,94.8,3.2,6,29277
2019-12-06,1.4,-5.9,-1,-10.6,29,20,34.5,9.3,95.9,1.7,3.8,26723
2019-12-07,0.1,-2.4,1.2,-5.5,45,36,65,1.1,11.3,1.7,3.1,23013
2019-12-08,2.3,-0.9,4.9,-5.5,55,48,65.1,8.9,91.8,1.4,3.2,22597
2019-12-09,0,3.2,8,-1.3,62,54,56.8,1.4,14.4,2.5,3.9,34140
2019-12-10,1.7,8.1,10.8,6,97,80,82.3,2,20.6,1.2,3.5,33275
2019-12-11,0.2,6.3,9.8,0.1,79,60,62,5.2,54.2,3.4,7.2,34049
2019-12-12,1.3,-0.7,3.4,-3.5,21,18,45.4,9.1,94.8,1.8,4.2,33704
2019-12-13,1,2.1,5.9,-3.7,28,20,53.6,3.4,35.4,2,4.3,34258
2019-12-14,0,2.7,6.4,-0.1,38,29,58.3,8.3,86.5,2.3,5.3,27424
2019-12-15,2.5,5.3,11,0.4,34,28,52.5,7.3,76,2,3.6,29692
2019-12-16,2.7,7.8,12.9,2.1,35,25,58.9,6.6,68.8,1.9,3.2,41750
2019-12-17,9.8,7.7,10.2,3.2,27,21,81.4,0,0,2.3,4.5,25644
2019-12-18,1.4,0.8,5.2,-1.7,40,30,64.6,8.4,87.5,2.5,4.2,34899
2019-12-19,0,-0.8,3.1,-4.5,29,20,47.8,8.5,88.5,2.4,4.8,32972
2019-12-20,0,-1.1,2,-3.5,30,22,45.3,8.9,92.7,2.3,3.9,32521
2019-12-21,0.6,-1.2,1.5,-5.1,37,26,68.1,1.9,19.8,1.7,2.9,20302
2019-12-22,0.3,4.1,8.4,0.3,60,45,63.4,5.2,54.2,1.7,3.5,24430
2019-12-23,2.9,3.4,5.2,0.3,53,42,80.4,2.4,25,2,4.2,29028
2019-12-24,1.6,0.8,6.5,-2.9,77,59,67.9,8,83.3,1.4,3.1,33334
2019-12-25,0,2,6.6,-2.7,55,42,60.8,3.3,34.4,1,3.2,22428
2019-12-26,0.3,2,4.1,-2.4,50,35,59,1.3,13.5,2.4,5.2,25007
2019-12-27,0.9,-1.7,2.6,-4.6,36,27,45.4,9,93.8,2.1,4.3,29243
2019-12-28,1,1.1,6.1,-3.6,44,30,47.6,5.8,60.4,2,3.7,26046
2019-12-29,1.4,3.8,6.2,1.1,46,31,52.5,0,0,2.9,4.4,18701
2019-12-30,0.4,2.7,6.8,-5.7,40,29,70.3,0,0,2.9,7.4,22952
2019-12-31,0,-7.9,-4.5,-10.9,27,19,39.3,9.1,94.8,3.1,7.5,18436
2020-01-01,0.1,-2.2,0.3,-6.5,34,24,64.4,0.8,8.3,0.6,2.6,16236
2020-01-02,0,1,3.8,-0.7,59,45,65.4,0,0,1.2,4,28890
2020-01-03,1.2,-0.1,4.6,-3.4,66,48,56.9,8.8,90.7,1.7,3.5,30809
2020-01-04,0.3,1.2,6.1,-2.8,56,41,50.8,7.9,81.4,1.9,4.5,25709
2020-01-05,1.2,1.3,6.6,-3.2,53,39,45.6,7.1,73.2,1.1,2.9,23206
2020-01-06,1.8,3.1,4.6,0.6,41,31,65.4,0,0,3.1,5.4,15381
2020-01-07,46.3,6.3,7.7,4.2,10,8,95,0,0,4,6.3,1920
2020-01-08,11.6,2.4,8.9,-0.4,26,21,86.1,0,0,3.3,6.3,21522
2020-01-09,1.5,-1.2,2,-3.1,53,45,65.3,8.7,89.7,2.3,4.3,28711
2020-01-10,1,-0.6,4.2,-4.3,70,59,62.9,7.5,76.5,1.5,3.7,29395
2020-01-11,0.7,-0.1,3.9,-2.6,54,44,60.9,8.1,82.7,1.9,4.8,23246
2020-01-12,1.6,-1,2.8,-3.5,50,39,61.5,8.6,87.8,2.4,4.1,19842
2020-01-13,0.6,-2.9,0.2,-4.7,27,20,51,8.1,82.7,2.3,4.9,26786
2020-01-14,1.4,-2.3,2.6,-5.7,30,23,45.3,8.5,86.7,1.6,3.3,28435
2020-01-15,0.8,-2.7,2.2,-6.4,37,27,44.8,9.2,92.9,1.9,4.5,28391
2020-01-16,0.5,-1.7,3.2,-5.5,44,32,43,8.3,83.8,1.6,4.4,29026
2020-01-17,0.3,-0.6,4.9,-4.8,58,40,43.9,7.6,76.8,1.5,3.8,29626
2020-01-18,0.9,0.3,5.9,-4.1,64,44,48.1,9.1,91.9,1.8,4.2,24635
2020-01-19,0.6,1.9,5.3,-0.4,61,46,62.8,4.8,48.5,2.2,6.1,17682
2020-01-20,0.3,0.7,5.5,-3.3,56,34,46.8,8.7,87,2.5,5.7,28611
2020-01-21,1.1,-0.4,5.5,-5.6,42,27,36.9,9.2,92,1.4,3.5,30618
2020-01-22,2.6,3,7.8,-0.1,43,30,36,3.7,37,1.7,3.2,33011
2020-01-23,0.7,4.6,9.9,0,62,44,49.3,8.8,88,2,4.7,34466
2020-01-24,1.6,2.8,7.4,-1.3,72,52,63,8.8,87.1,1.7,3.7,19230
2020-01-25,0.8,4.3,8.8,0.6,50,38,63.1,3.6,35.6,1.5,3.9,15233
2020-01-26,1.8,5.5,11.9,-0.2,28,20,56.3,7.3,72.3,2.7,6.1,22685
2020-01-27,0.1,5.9,7.5,4.8,11,6,48.1,0,0,4.6,7,16836
2020-01-28,0,6.8,9.9,4.3,13,7,49.4,0,0,2.6,5.4,32098
2020-01-29,2.9,6,9.6,3.2,17,9,46.4,3.1,30.4,2.1,3.6,37990
2020-01-30,3.7,5.2,10.4,1.4,18,12,47,5.5,53.4,1.8,3,38079
2020-01-31,0,3.9,8.9,1.4,25,17,59.6,6.1,59.2,2.3,4.4,35857
2020-02-01,0,2.6,7.6,-1.2,68,53,66.6,5.3,51.5,1.7,4.7,27151
2020-02-02,0,1.5,5.3,-2.1,74,58,52.3,4.8,46.6,1.8,4.7,22384
2020-02-03,0,-0.4,3,-2.9,26,18,43.6,9.6,92.3,3.1,5.7,29681
2020-02-04,1.7,-1.6,3.9,-6,25,18,50.3,6.4,61.5,2.8,6.2,23006
2020-02-05,2.2,-8.3,-4.9,-11,23,13,37.3,9.7,92.4,3.3,5.5,20311
2020-02-06,1.2,-6.4,0.4,-11.8,37,22,36.4,9.7,92.4,1.9,4,22401
2020-02-07,0,-1.7,2.2,-7.2,35,25,45.1,6.1,58.1,2,3.5,26540
2020-02-08,0,-0.1,3.7,-2.3,42,33,48.1,9.6,90.6,3,5.3,22046
2020-02-09,0,-0.5,4.1,-5.6,37,26,51.1,9.6,90.6,2,4.4,21099
2020-02-10,0,4,9.6,-0.7,50,35,49.4,9.7,91.5,1.7,4.2,33956
2020-02-11,1.6,6.8,14.6,-0.5,55,36,37,7.6,71,1.6,3.6,40563
2020-02-12,6.7,7.4,8.2,6.5,49,34,73.4,0,0,2.2,5,10698
2020-02-13,4.9,6.5,8.7,4.9,76,54,84.8,1.3,12.1,1.7,3.2,34375
2020-02-14,2.2,8.1,14.7,3.2,86,62,70.3,8.7,80.6,1.2,3,41229
2020-02-15,2,9.8,15.6,6.2,65,49,63,5,46.3,2.7,5,29837
2020-02-16,13.4,-1.4,7.7,-4.3,28,19,81.1,1.6,14.8,4,6.6,6798
2020-02-17,1,-5.9,-3.9,-7.1,41,20,64.3,3.2,29.4,3.4,5.6,13777
2020-02-18,1.8,-4.1,1.3,-8.3,24,17,44,10.1,92.7,2.3,4.1,19773
2020-02-19,1.2,1,6.4,-4.4,33,24,56.8,7.4,67.3,1.5,3.2,32721
2020-02-20,1.7,4.6,10.8,-0.6,60,45,62.6,9.4,85.5,1.7,3.3,36027
2020-02-21,4.2,6.7,10.9,2.1,79,62,66.3,1.1,10,2.2,5.3,29779
2020-02-22,3.1,4,7.9,0,43,25,62,5.9,53.2,4,8.2,18290
2020-02-23,1.5,2.5,8,-2.5,48,36,48.6,10.2,91.9,2,4.2,25159
2020-02-24,2.2,7,12.2,0.8,35,20,51.8,7.7,69.4,1.6,3.4,36094
2020-02-25,16.6,6.7,9.4,4.7,23,14,73.5,0.6,5.4,4.2,6.8,15939
2020-02-26,0,6.4,10.4,2.8,18,11,59.6,4.8,42.9,2.1,4,35773
2020-02-27,2.2,6.1,12.5,1.3,13,8,54,10.4,92,2,4.4,38526
2020-02-28,3.9,4.5,5.9,3.6,25,18,79.4,0,0,1.4,4.2,12644
2020-02-29,0.5,7.7,13,4.5,24,17,68.6,9.5,84.1,1.7,4.2,35697
2020-03-01,0.2,5.8,10.1,3.2,45,32,71.8,0.2,1.8,2,4.7,24431
2020-03-02,0,3.4,7.6,0,39,30,55.3,10,87.7,2.7,4.9,36641
2020-03-03,0,4.8,10.5,0.3,46,35,57,4.1,35.7,2.6,4.7,39447
2020-03-04,0,2.2,4.6,-1.3,47,37,53.4,6.6,57.4,3.7,6.8,31269
2020-03-05,1.9,1.4,6.3,-2.8,37,30,47.5,10.9,94.8,2.5,4.1,35851
2020-03-06,1.5,3.7,10.1,-2.5,39,27,46.8,10.6,91.4,1.6,3.6,40897
2020-03-07,1.7,7,14.2,1.3,53,40,39.5,5.9,50.9,2,4.1,42379
2020-03-08,1.9,9.3,16.9,2.3,52,40,43.8,10.7,91.5,1.6,4.6,54245
2020-03-09,1.8,11.1,17.6,4.8,53,39,37.6,7.1,60.7,1.8,4.5,53020
2020-03-10,11.8,6.4,10.8,3.2,41,32,78.4,0,0,2.8,5.3,10606
2020-03-11,2,3.8,8.3,0,32,15,41.8,11.2,94.9,3.3,5.5,45245
2020-03-12,0.7,6.8,13.3,0.2,33,14,49.8,8.1,68.6,2.5,5.4,50094
2020-03-13,0.5,4.9,8.7,-0.1,30,13,41,9.7,81.5,3.3,5.4,43554
2020-03-14,1.4,3.6,8.6,-2.7,35,19,48.1,10,84,3,6.8,42569
2020-03-15,1,4,8.5,0.2,40,19,48.3,8.5,71.4,3.6,7.8,33215
2020-03-16,2,3.6,9.1,-2.1,23,14,42.4,11.3,94.2,2.8,5.2,42441
2020-03-17,0,6.6,12.3,3.1,46,22,65.8,4.2,35,2.1,5.2,47241
2020-03-18,1.3,10,17,2.7,64,38,45.8,11.1,91.7,1.8,4.4,62119
2020-03-19,0,9.1,12.1,5.8,56,26,49,7.7,63.6,4.8,8.2,24256
2020-03-20,1.8,8.8,14,3.1,38,10,39.6,11,90.9,3.1,6.6,53839
2020-03-21,0.1,12.8,19.5,7.9,53,17,56.5,6.1,50,2,5.1,63759
2020-03-22,1.1,11,16.5,6.1,41,17,37.5,11.6,95.1,3,5.6,64436
2020-03-23,1.1,10.6,17,5.4,46,28,37.9,11.5,93.5,1.9,4.8,63686
2020-03-24,1.7,11.4,17.9,5.3,55,35,35,11.5,93.5,1.8,4,69998
2020-03-25,1.3,12.5,19.2,6.1,47,31,33.6,9.2,74.2,1.9,5.3,73460
2020-03-26,1.8,14.8,20.6,8.1,51,32,53.8,4.3,34.7,1.9,5.3,47633
2020-03-27,2,11.9,15.8,6.7,41,21,56.4,7.4,59.7,3.3,5.8,60183
2020-03-28,1,7.7,12.8,4.5,29,8,17.9,9.1,72.8,3.2,5.5,64677
2020-03-29,0.7,8.7,16.1,1.3,38,17,30.6,11.6,92.8,2,4.6,68430
2020-03-30,1.2,10.2,16.9,4.3,51,28,38.4,11.7,93.6,1.8,4.1,69293
2020-03-31,1.2,11.9,18.6,4.7,47,27,34.5,10,79.4,2,4.4,74621
2020-04-01,0.8,11.3,17.4,6,64,30,35.6,8.6,68.3,3.7,7.3,70258
